iter	RMSE
210	2521.970305
211	2514.656674
212	2503.05385
213	2488.792086
214	2482.195004
215	2475.108239
216	2463.871596
217	2453.490863
218	2433.014638
219	2427.339224
220	2411.645798
221	2397.001405
222	2385.150105
223	2378.333194
224	2369.118204
225	2362.800737
226	2358.171716
227	2348.639827
228	2338.370318
229	2326.945675
230	2321.252176
231	2310.022104
232	2302.43377
233	2297.028721
234	2291.56434
235	2280.669665
236	2274.049892
237	2268.657843
238	2258.376421
239	2253.797796
240	2244.066007
241	2238.269259
242	2234.054291
243	2224.270786
244	2218.756764
245	2213.844002
246	2205.591506
247	2190.298814
248	2177.29997
249	2165.875742
250	2151.276138
251	2142.188969
252	2135.172385
253	2130.915538
254	2121.75015
255	2117.195702
256	2112.313171
257	2108.370998
258	2097.938884
259	2092.435347
260	2087.645427
261	2077.499479
262	2072.559297
263	2058.038412
264	2054.435711
265	2040.763495
266	2036.928331
267	2025.351262
268	2021.509124
269	2017.156292
270	2007.503539
271	2004.241551
272	2001.068189
273	1993.240097
274	1986.625583
275	1974.863298
276	1971.562649
277	1967.858015
278	1965.256934
279	1962.30547
280	1958.458989
281	1951.054857
282	1939.882626
283	1932.452449
284	1924.881027
285	1916.974131
286	1911.083843
287	1905.798947
288	1902.439794
289	1891.30127
290	1889.279627
291	1876.797945
292	1874.173628
293	1871.802328
294	1869.340206
295	1859.386648
296	1847.961102
297	1841.439132
298	1828.849467
299	1826.518978
300	1824.171074
301	1822.19375
302	1818.627723
303	1816.525796
304	1814.167163
305	1812.545257
306	1801.454657
307	1787.940596
308	1786.405615
309	1774.538409
310	1769.432734
311	1762.336864
312	1751.941865
313	1742.149963
314	1729.4461
315	1727.566235
316	1713.958439
317	1707.562987
318	1700.85447
319	1698.842758
320	1694.218355
321	1692.205257
322	1688.414024
323	1673.831901
324	1668.648996
325	1660.881554
326	1655.624509
327	1650.497809
328	1644.116965
329	1640.541555
330	1636.077218
331	1630.139857
332	1619.36543
333	1609.112145
334	1601.865138
335	1599.415633
336	1590.587388
337	1587.907048
338	1577.968982
339	1569.696141
340	1563.800284
341	1557.487595
342	1555.650349
343	1544.946389
344	1543.228312
345	1541.485982
346	1534.923418
347	1527.471334
348	1519.914322
349	1510.44389
350	1509.09095
351	1498.825869
352	1497.465989
353	1496.162352
354	1490.310198
355	1484.554373
356	1483.360243
357	1473.049058
358	1471.32075
359	1461.772912
360	1454.471126
361	1447.623005
362	1440.467892
363	1438.716858
364	1429.900686
365	1425.600653
366	1419.814604
367	1418.643225
368	1411.956214
369	1409.506832
370	1408.046354
371	1398.808067
372	1391.608739
373	1386.943762
374	1385.734222
375	1383.711344
376	1378.113611
377	1377.030814
378	1369.554439
379	1364.759314
380	1358.962674
381	1357.994208
382	1356.958017
383	1355.864228
384	1351.62895
385	1348.875099
386	1342.917638
387	1333.97358
388	1329.064689
389	1325.988681
390	1319.573599
391	1311.511272
392	1310.543309
393	1307.044019
394	1304.753106
395	1297.734505
396	1294.357825
397	1290.590808
398	1286.017604
399	1279.18153
400	1273.652293
401	1272.718629
402	1269.275721
403	1267.395038
404	1266.289191
405	1261.567846
406	1260.306294
407	1259.283099
408	1254.891878
409	1252.229941
410	1250.186991
411	1249.283694
412	1244.545809
413	1238.340551
414	1232.473611
415	1231.447362
416	1226.465448
417	1225.260094
418	1222.078551
419	1220.924765
420	1216.716408
421	1211.825506
422	1204.944772
423	1200.991758
424	1194.595879
425	1189.622265
426	1181.833105
427	1176.609622
428	1172.87009
429	1169.258998
430	1168.277061
431	1160.861902
432	1153.340875
433	1148.89239
434	1143.283945
435	1142.376088
436	1137.448823
437	1133.281454
438	1128.57171
439	1125.394276
440	1121.340305
441	1116.421648
442	1114.712937
443	1113.774135
444	1112.979245
445	1112.248893
446	1108.019944
447	1102.099602
448	1101.388046
449	1098.027093
450	1097.159357
451	1092.602657
452	1091.473842
453	1086.628346
454	1084.606126
455	1078.677863
456	1076.66685
457	1072.113327
458	1064.350287
459	1061.366121
460	1059.414739
461	1052.396162
462	1047.481481
463	1046.742796
464	1045.990413
465	1045.362279
466	1039.815823
467	1034.679946
468	1027.993119
469	1026.736293
470	1023.698553
471	1018.643854
472	1016.148401
473	1015.438876
474	1014.567732
475	1013.846958
476	1013.082354
477	1012.055898
478	1010.173944
479	1005.077537
480	1001.689125
481	998.7386692
482	998.1272746
483	995.5336302
484	994.6740624
485	992.8309796
486	990.0229264
487	985.846941
488	979.6420257
489	973.3136391
490	972.5728349
491	968.8616892
492	967.8219464
493	962.3313688
494	959.2180011
495	958.6457868
496	953.3758658
497	949.8003327
498	944.3949527
499	943.7855353
500	938.7084131
501	934.9868203
502	929.9364296
503	925.8269885
504	921.0550152
505	916.8525764
506	915.2609255
507	909.7277154
508	905.1485763
509	903.4922862
510	897.3061324
511	893.7019619
512	889.2076747
513	886.0859473
514	879.7356458
515	879.1738022
516	873.116989
517	872.5238879
518	868.5934322
519	865.8737771
520	862.0590499
521	861.1994215
522	857.0787538
523	856.5587223
524	853.4518246
525	852.4697532
526	848.5062467
527	847.9449255
528	846.7187428
529	845.1615368
530	840.612925
531	836.5583674
532	831.3551193
533	830.6422088
534	827.3128443
535	826.6952674
536	824.379807
537	821.3300257
538	820.8498514
539	817.3486604
540	815.3109727
541	809.8197303
542	806.4131051
543	805.4023145
544	799.9650014
545	796.8529281
546	794.5686463
547	791.6686661
548	787.8822064
549	787.4897804
550	786.9168791
551	782.5583702
552	778.8285067
553	777.4578339
554	774.1088868
555	772.3652865
556	769.5592816
557	768.9397756
558	764.2059218
559	762.1279479
560	761.4083007
561	756.0876387
562	751.4984186
563	750.9850137
564	749.4667882
565	747.8503015
566	742.7999458
567	738.8778038
568	736.1292223
569	732.4016717
570	731.2310749
571	727.7178284
572	726.2139083
573	722.6199792
574	718.9332842
575	716.9878497
576	712.6780051
577	712.2511286
578	708.2516971
579	702.7533963
580	701.2997012
581	700.8721626
582	696.5739752
583	693.8484662
584	689.6421863
585	688.5556543
586	684.2360392
587	679.1596892
588	675.5654384
589	674.7285074
590	674.2346043
591	673.3683854
592	672.1879777
593	669.6804485
594	668.4453318
595	667.4299144
596	664.6040243
597	661.7938385
598	661.3215052
599	660.526468
600	656.38018
601	655.852207
602	651.849806
603	648.5998382
604	646.1287836
605	642.911177
606	640.8157925
607	640.4530693
608	636.9264036
609	634.9981472
610	632.1201526
611	628.5658007
612	626.9109085
613	624.2608337
614	621.2752193
615	619.8386111
616	615.8487333
617	613.6460031
618	611.4583903
619	609.0739454
620	608.1580878
621	605.9104138
622	605.3736771
623	604.6137895
624	602.0478338
625	601.7217906
626	599.281536
627	598.2885882
628	596.424156
629	595.9052245
630	593.1620255
631	590.6697898
632	588.4175609
633	588.1632595
634	585.4233391
635	583.5519772
636	581.7031023
637	580.0626319
638	579.4538436
639	579.0634039
640	575.5084445
641	572.4657964
642	569.6436943
643	567.5188854
644	564.3479252
645	563.8519815
646	560.9518334
647	558.9428033
648	558.4693354
649	556.9284476
650	554.5243629
651	553.1952436
652	552.7836122
653	552.4380125
654	550.5759518
655	547.657344
656	545.8372027
657	545.6190243
658	544.5383893
659	543.6501319
660	541.9619956
661	539.1332778
662	538.6044408
663	538.2516439
664	536.1461386
665	534.4974031
666	532.156943
667	531.5206695
668	528.5163448
669	528.144879
670	525.4386931
671	521.9187641
672	521.5867873
673	519.1938969
674	517.569972
675	514.9684702
676	512.587389
677	511.9094244
678	511.5960974
679	510.8293998
680	509.4353137
681	506.7424155
682	506.510883
683	505.5799671
684	503.3727055
685	503.0479734
686	500.2579763
