id,attendance,lightgbm_prediction,fold
9374,12384,8138.984319964644,7.0
9376,13979,13453.01331093925,8.0
9372,4873,7696.00379787442,1.0
9371,9457,13340.825140389745,6.0
9370,11433,13148.882033154532,5.0
9373,21041,21879.49813891298,1.0
9379,22769,32575.972355155885,8.0
9380,9299,12460.001720553135,6.0
9381,21382,22031.961192636543,2.0
9382,13463,14273.887038519904,1.0
9383,11471,11797.247761266211,8.0
9384,20463,19249.745113705267,4.0
9385,26841,19845.98480931614,3.0
9386,9142,13373.985433808875,7.0
9387,35059,33028.15441174915,3.0
9392,9308,12304.098466570606,7.0
9394,12519,13225.820978865375,5.0
9391,39123,39395.2676471797,5.0
9393,19036,17587.126798029178,8.0
9389,25384,21842.16742921008,4.0
9390,20800,23203.177648273915,3.0
9388,8440,10728.977216428628,2.0
9395,15482,13412.593308233112,8.0
9396,10150,10619.61222228251,10.0
9402,10857,14250.81086806887,3.0
9401,10265,12017.803265600896,10.0
9400,11218,11738.232789499138,1.0
9403,17544,19596.647947464287,2.0
9398,21665,24904.893300194224,3.0
9397,48378,44574.829291371236,9.0
9399,12654,12460.600036041458,5.0
9404,17398,16066.421493365633,2.0
9405,40422,32026.492876374694,3.0
9406,24136,22015.55075975537,3.0
9407,12029,15103.823171685977,4.0
9408,25435,24693.34970005597,8.0
9409,16492,15247.681706475792,3.0
9410,10609,11622.069962675418,1.0
9411,8223,7755.852247082318,8.0
9412,15186,22421.945714147223,2.0
9413,15462,12326.172732920555,6.0
9414,10807,10583.998439262801,6.0
9415,5237,7297.662087920469,1.0
9416,48952,45850.431987239666,2.0
9417,10282,15465.841864420367,7.0
9418,10222,11168.833636840369,6.0
9419,35603,29691.664204444038,3.0
9420,21066,26470.101898711953,10.0
9421,10840,12164.597567568753,3.0
9422,7013,10811.468788994442,3.0
9423,12181,12271.322948674835,6.0
9430,12843,16160.83948554609,3.0
9429,16281,14789.523324831009,9.0
9428,9888,11701.535639178685,3.0
9427,11490,10566.081564771766,1.0
9426,36272,29130.330058629293,10.0
9425,14383,12839.210548116655,10.0
9424,15315,17732.61173794232,10.0
9431,17541,21625.95286295484,10.0
9432,11689,12835.91584343734,5.0
9433,50134,48490.10509240567,10.0
9434,12863,12756.516766922286,10.0
9435,24333,29249.79916393398,8.0
9436,9747,12100.579514037421,5.0
9437,13244,13681.9379627129,3.0
9438,8491,9992.66260799099,4.0
9439,16445,11299.153262951897,1.0
9441,7897,10248.047931710544,9.0
9440,36161,27290.46479261574,8.0
9442,10074,9987.543440749638,6.0
9443,10505,14683.233047721169,2.0
9444,9852,11453.673074421327,2.0
9445,38203,31404.295933550955,2.0
9446,16162,17110.302696553692,5.0
9447,18534,18016.58753911948,1.0
9448,16162,13914.697868077381,3.0
9450,28690,20066.219748472307,6.0
9449,19170,16485.45387431952,5.0
9457,7873,8823.764810287004,10.0
9456,5566,7439.126287755163,9.0
9455,9079,10223.864548596457,10.0
9451,14663,19134.928117789714,8.0
9453,11286,9434.33694315013,6.0
9452,52582,43591.020904442135,3.0
9458,11505,11686.044041889785,4.0
9454,23251,23654.548547396545,5.0
9459,19273,19387.478221910264,2.0
9465,32109,28384.603657951324,9.0
9466,8182,9898.711585998524,2.0
9463,9156,10035.748766378529,3.0
9464,14406,12476.978842753688,1.0
9461,12871,14898.20964538438,7.0
9460,12094,24679.41713036272,8.0
9462,20258,18344.58360895496,9.0
9467,40393,32249.496572151987,6.0
9468,16950,14314.104972211859,1.0
9475,8737,14540.48823502297,7.0
9477,15841,16421.96823607339,7.0
9476,20187,10873.721884151377,6.0
9474,13785,8881.078119259162,1.0
9472,23553,25724.76490196601,6.0
9471,12049,14074.697501689738,7.0
9470,57781,47339.25161013904,10.0
9469,12178,13792.564485988058,1.0
9473,12172,17683.054932134997,8.0
9483,37711,30962.83973749114,1.0
9485,16768,18385.100868901685,2.0
9484,10707,13524.667199411457,10.0
9482,15069,13356.742021145687,10.0
9486,11214,13434.261399241554,4.0
9480,17518,20891.3181640978,10.0
9479,41528,36477.15617572835,2.0
9478,9285,30614.242397142538,5.0
9481,24895,21890.885829276045,3.0
9493,9278,13123.691913556928,6.0
9492,9110,10934.453977252026,10.0
9495,20854,20215.52564055803,8.0
9491,13581,17821.075484188084,5.0
9494,14703,13006.36405219069,2.0
9489,17175,14830.180353670436,9.0
9487,16433,17827.168968097874,4.0
9490,33993,26891.20395435147,6.0
9488,62241,58987.922722661744,10.0
9985,25257,29341.05131580753,10.0
9986,24466,33026.07596474092,9.0
9987,20039,21946.340271080866,2.0
9988,20295,23158.075451402663,1.0
9989,18333,16923.630674824286,1.0
9990,57188,50260.54794923974,6.0
9991,18355,14595.109636842373,4.0
9992,10960,12482.063227535968,5.0
9993,18410,14670.07951565336,9.0
9999,13737,14296.975702501908,8.0
9998,15373,10793.592182135711,4.0
9997,17023,24336.368046499054,3.0
9994,11791,12375.270209556813,3.0
9995,12891,13665.482525159214,5.0
9996,11452,11181.083457289264,9.0
10000,18406,24898.695662394202,1.0
10001,40524,39249.38939754973,6.0
10002,14664,14357.428722745264,4.0
10008,18621,21971.73445150986,5.0
10009,14123,16509.07799938864,4.0
10007,16657,18673.114154559928,1.0
10006,14814,14366.259095189871,4.0
10005,11460,13439.861503916596,10.0
10004,39494,38242.98434862767,3.0
10003,16870,12800.17945340581,2.0
10010,11620,12023.370164028225,7.0
10011,27046,20337.21452686025,6.0
10012,13064,11359.79692583992,2.0
10013,31500,27886.168132124167,3.0
10014,12379,10668.517854912425,7.0
10015,7737,6908.024462875344,5.0
10016,9337,12825.599363804955,3.0
10017,10793,11101.209160393057,2.0
10018,10518,12537.164840541249,2.0
10020,27163,22251.39480093689,9.0
10019,10225,10411.055325225876,5.0
10021,8373,9635.43878499591,3.0
10022,21092,19394.225265241534,5.0
10023,16825,18319.601768635886,1.0
10024,18587,14345.403201743642,1.0
10025,10234,12194.962610754863,3.0
10026,18960,26054.597904055663,7.0
10027,45025,35928.16342274723,10.0
10028,15584,12957.134756237803,5.0
10029,13225,12932.2391105354,7.0
10034,10983,12467.97470215886,6.0
10035,11864,12648.295759361186,6.0
10033,32686,38211.601176187185,5.0
10031,19367,25974.56738520837,10.0
10030,6584,6588.638529855741,8.0
10032,7181,10217.674534627893,3.0
10036,35013,30658.639728085032,1.0
10037,21208,15131.57646043001,3.0
10038,17431,16662.68460166242,8.0
10039,22168,22087.631211875378,7.0
10040,50531,45603.13249759208,2.0
10041,9481,10186.508237489319,4.0
10042,10363,10698.559124177595,6.0
10043,11437,9112.822041801615,3.0
10044,12738,14980.170447915247,8.0
10045,8326,11637.26809869064,9.0
10047,14495,18127.205506636445,2.0
10046,17219,21351.062576851633,2.0
10048,15008,22125.785230038153,7.0
10049,20806,21742.88296877794,1.0
10050,6628,6276.603824841606,5.0
10051,11077,10870.175206822221,2.0
10052,9213,11540.55701815822,9.0
10053,41283,35548.54042137416,6.0
10054,10131,11843.51271400157,10.0
10055,21804,16930.179701749446,1.0
10056,36146,23912.53919537142,9.0
10064,33498,36993.33200766919,9.0
10063,13220,13163.952871299163,1.0
10065,20318,20874.697928848072,6.0
10062,22236,18976.347404130815,6.0
10059,13481,14970.748693502566,10.0
10060,30436,30159.99155023443,4.0
10058,16279,13460.284244817092,7.0
10057,57440,55310.666481701286,9.0
10061,14146,13537.972652507038,8.0
10073,23142,24273.49730705068,9.0
10072,14983,20006.246568572067,10.0
10071,33162,36989.28475404237,9.0
10070,13344,16898.115667311282,5.0
10074,11969,15534.63502291058,3.0
10068,39507,34249.3217923173,1.0
10067,20224,18309.767796780256,3.0
10066,4458,7061.691113725925,1.0
10069,18223,18178.300697445182,10.0
10075,19074,28804.681826987664,8.0
10076,13636,12040.09271382767,9.0
10077,12197,15585.184738946284,2.0
10078,9374,8113.917573195588,7.0
10079,13259,15910.716185020865,10.0
10080,21821,22764.909657703352,10.0
10081,12686,12960.298311816554,8.0
10082,7769,11975.062474980663,1.0
10083,55258,50260.63650023942,4.0
10089,10983,12841.31355789819,6.0
10090,12422,12543.657494659139,8.0
10088,9466,8372.219303106156,1.0
10087,15371,19984.768406939304,8.0
10086,34347,30252.95887221413,7.0
10085,38268,33143.45879381744,7.0
10084,13765,15981.08951185678,1.0
10091,12149,12501.969273097126,3.0
10092,25811,23093.351842130498,10.0
10093,4935,8380.350434849652,7.0
10094,22679,19185.934845890177,6.0
10095,9173,11650.31821191991,9.0
10096,10081,13139.484099105757,8.0
10097,14405,14787.017081170048,2.0
10098,10514,14996.580803603667,5.0
10101,11734,10934.709726339208,9.0
10100,14033,16844.70835311695,6.0
10099,51829,44747.26588070138,2.0
10102,12730,13610.868097440161,5.0
10103,19752,16563.777694602875,9.0
10104,38667,35910.70215496128,7.0
10105,21804,20389.759033619983,4.0
10106,23028,24082.71315453619,8.0
10107,21190,23772.1965563309,9.0
10108,11389,13368.28350191852,5.0
10109,15322,15960.654163540477,1.0
10117,13605,25421.061713567007,2.0
10116,16795,8357.936034699485,7.0
10115,20473,15901.406006195994,5.0
10114,10524,16663.98335618689,10.0
10111,13966,10677.353837275208,2.0
10112,15244,17603.509989362286,10.0
10113,15078,15561.340237763534,3.0
10118,13229,11651.725833908165,3.0
10119,38439,35099.32795142182,8.0
10128,15508,15313.934691542567,3.0
10127,6037,12822.667011963567,6.0
10126,9416,11156.248232253838,2.0
10124,36182,33149.08920017193,10.0
10125,9292,9468.059057453078,8.0
10122,17264,15937.519601038925,4.0
10121,10273,11787.684171643263,2.0
10120,16709,19124.76988347162,3.0
10123,13956,12953.708253641844,3.0
10134,15640,18816.786043932123,6.0
10129,20300,21618.076465786286,5.0
10130,16614,18367.95846840699,2.0
10131,15069,12683.54750212953,9.0
10132,7232,8262.807746690145,6.0
10133,11298,11437.202245875256,5.0
10135,10362,13807.026651189904,8.0
10136,10051,9911.90518565703,3.0
10137,14317,21027.48415397925,6.0
10138,10264,13118.016367900054,5.0
10139,43117,16981.37677118798,6.0
10140,15712,18569.708576853216,6.0
10141,10049,12067.204044641634,5.0
10142,11489,10928.686369432691,5.0
10143,40858,39177.36435031271,4.0
10144,17299,14587.259398894868,6.0
10145,35072,27480.690357391264,9.0
10146,20315,19931.62251444188,9.0
10110,38682,37575.20581682448,9.0
10153,12624,13053.572398671782,10.0
10152,18112,17105.49030244468,6.0
10151,15047,14436.15103071526,4.0
10148,16070,16848.427393016325,3.0
10149,20689,25273.362613127843,7.0
10147,47359,43726.1335212451,3.0
10150,53916,30544.878652116495,4.0
10154,14316,14275.179306616814,3.0
10155,12595,15202.110918168135,6.0
10162,14854,11228.68898826098,6.0
10164,20391,16553.86101467244,4.0
10163,20982,22639.55373815634,4.0
10161,42015,34384.420136432476,3.0
10160,5606,7420.741546684774,9.0
10159,18095,19389.326655396195,9.0
10158,10636,7566.64940589032,2.0
10157,6440,8254.167158807435,1.0
10156,19600,16327.87741845922,1.0
10165,16718,13561.573431775552,2.0
10166,25373,22533.91927779067,1.0
10167,8426,11532.333643446264,8.0
10168,36756,32074.051172606592,5.0
10169,19073,14065.538924956925,1.0
10170,15703,14967.958955214548,10.0
10171,10402,13002.156895038246,6.0
10173,9116,13725.495751316977,2.0
10172,13889,14344.026015332938,8.0
10174,15957,17335.679357665133,4.0
10175,46951,47456.281106226044,7.0
10176,10801,13014.635084272502,4.0
10177,19789,20285.52826049986,6.0
10178,12757,12722.447271240513,5.0
10179,10804,11074.496437100532,8.0
10180,17910,16922.739305872896,10.0
10181,19007,27439.874421013323,4.0
10182,39912,38441.05520830155,1.0
10189,16152,19670.706283837695,2.0
10188,14167,12237.32103319216,10.0
10191,7122,10643.372464781844,6.0
10187,9038,9779.479399275484,2.0
10190,20067,18769.952083594635,1.0
10185,13185,13231.412448402509,4.0
10183,6149,7326.573814610025,5.0
10186,10828,8893.038206605162,5.0
10184,10447,9163.055578218165,6.0
10192,14856,18394.67821060135,9.0
10193,49810,47082.578431828966,4.0
10194,23968,23082.85166818024,3.0
10195,6341,9921.480819538194,4.0
10196,40488,34719.766806000225,5.0
10197,33678,24908.485890961685,8.0
10198,18425,15890.102311993374,8.0
10199,23569,26399.005370895087,3.0
10200,14830,18856.780594520347,9.0
10207,22675,18390.20824509154,10.0
10206,13949,13291.015121602095,10.0
10205,18108,14741.30990566298,7.0
10201,8432,9744.00341563385,1.0
10203,15535,14584.868162451708,10.0
10202,13272,13027.046602454082,8.0
10204,13835,19928.538186012476,2.0
10208,40574,33137.28940064846,5.0
10209,19419,18137.799394205176,9.0
10214,7793,14060.999687858157,7.0
10212,48166,37127.410143183,4.0
10215,21371,17136.84136090927,3.0
10213,11606,11030.42595298392,7.0
10210,14812,15921.24412944066,5.0
10211,8449,10131.29935036718,6.0
10216,30363,23211.706219353633,4.0
10217,15797,15147.333434062744,6.0
10218,10648,12803.430364922504,10.0
10219,7553,8769.951646073589,1.0
10220,10752,10982.118853837,6.0
10221,12923,19736.656890517133,6.0
10222,9097,12823.671745160054,1.0
10223,12163,14229.091200300514,4.0
10227,15346,13073.031373651866,9.0
10226,47755,38441.1197862876,9.0
10224,13492,15701.193076585656,8.0
10225,13438,12757.40959082664,9.0
10228,10503,12520.462852750421,7.0
10229,10640,13814.78984770906,8.0
10230,21939,27505.068326638935,5.0
10231,14037,10975.735090906148,6.0
10232,38507,37847.21726799371,5.0
10233,14831,15686.876904637184,2.0
10234,9363,14321.229986705304,5.0
10235,18511,23322.46074039335,7.0
10236,14208,19814.47582050488,3.0
10243,14671,13177.90902503553,9.0
10242,12318,11676.302937167706,8.0
10241,25961,25617.380129522324,4.0
10240,25082,25512.47177934383,3.0
10238,16756,20462.50639040293,6.0
10239,14440,15264.299887705472,4.0
10237,11038,9722.186963743185,5.0
10244,18025,17309.93006414816,8.0
10245,16071,15786.975742606668,7.0
10246,8036,13692.909477021547,2.0
10247,8947,7666.708955187835,5.0
10248,4114,6956.789525655328,9.0
10249,9056,11576.659495861597,5.0
10250,34446,36488.65625453349,4.0
10251,15898,16528.377733132253,5.0
10252,9680,13263.509853846346,9.0
10254,30494,25523.369544142082,7.0
10253,52314,43086.12946566808,1.0
10260,11236,11215.65420461732,7.0
10259,20044,19541.427389468958,10.0
10258,17529,16870.881096221503,1.0
10255,8990,12762.758111917252,1.0
10256,21109,27335.82390381926,2.0
10257,37851,32438.418306058567,8.0
10261,16508,13647.597538189048,6.0
10262,11752,5689.572291686157,3.0
10263,23355,29183.6089394238,1.0
10269,15151,10233.830623918286,6.0
10271,13555,13083.496494892595,9.0
10270,13172,13711.067301064504,5.0
10272,27811,18582.17869112902,2.0
10267,30157,30653.666168477816,4.0
10266,15678,15198.86449965521,7.0
10265,56368,59512.67226299868,4.0
10264,18887,19178.851657870284,4.0
10268,7751,19533.559917296,9.0
10280,20109,20042.451209019426,5.0
10279,16370,14289.612719147115,1.0
10278,18577,17860.39156610028,10.0
10277,24956,28724.707297380548,8.0
10281,23381,21091.115511969612,2.0
10275,20749,27231.16712033729,5.0
10274,11021,10671.34443628401,9.0
10273,62123,60325.639003665485,1.0
10276,16813,20244.58053824855,7.0
10282,31384,22192.701019414515,7.0
10283,11268,10188.184064570029,7.0
10284,15341,15369.366522666041,5.0
10285,46697,33848.17616423398,6.0
10286,14777,13365.43562195288,6.0
10287,37430,38115.99120701778,9.0
10288,13923,13350.888109902273,5.0
10289,20687,17163.550599625316,2.0
10290,14173,18149.79368275327,4.0
10807,19054,19100.084935626197,4.0
10808,28152,19569.162060378272,7.0
10806,26102,22721.43325904569,6.0
10803,18093,17111.426261219687,6.0
10804,24390,25031.1029439437,5.0
10805,61246,36236.59670659731,3.0
10809,11210,13626.394476623249,1.0
10810,21020,22083.264686702947,10.0
10811,12505,9433.297947458446,7.0
10812,18263,21047.246439349154,4.0
10813,54482,44192.409903844884,9.0
10814,25560,25889.783293396296,3.0
10815,16066,16352.821785046746,4.0
10816,25225,17619.938965825626,5.0
10817,35083,27380.27924622074,5.0
10818,14566,13940.163747464885,9.0
10820,18934,25467.08001482525,4.0
10819,14982,11993.329380080319,1.0
10821,13855,11601.703946644444,1.0
10822,13693,15551.639015389459,4.0
10823,19233,24711.97190556221,5.0
10824,17658,13825.660298199453,2.0
10825,22901,20757.436095458186,1.0
10826,46962,31216.033177292265,5.0
10827,10048,9048.698101592065,6.0
10828,8764,10933.59360745757,6.0
10829,10043,12285.848379860381,9.0
10836,15223,17936.065112417757,1.0
10838,17651,19456.83860884384,10.0
10837,8192,7064.89609597445,3.0
10835,22740,28097.627218220587,7.0
10830,14377,10979.164581620174,8.0
10833,9087,8322.09952651883,1.0
10832,8694,9095.232053275413,5.0
10831,7591,5560.336149839133,4.0
10834,11670,9773.400389883654,9.0
10845,14753,14428.123732840399,8.0
10843,19193,20474.919513072928,4.0
10842,20180,20378.857051384974,9.0
10844,16219,14706.813923858794,9.0
10840,27866,21340.503209124334,9.0
10839,6450,5553.365006104713,5.0
10841,17257,17673.68785021809,3.0
10846,9585,7369.159026240374,5.0
10847,8150,11850.502552979868,10.0
10853,16977,17185.834003072036,7.0
10848,15240,12812.831810150687,7.0
10849,20026,20572.81524322205,4.0
10850,14167,15370.990583794382,5.0
10851,11091,10915.088609995291,2.0
10852,22503,20089.34070467509,5.0
10856,13321,12455.348822892429,6.0
10855,54450,47495.775216166156,3.0
10854,14109,11230.737859424764,5.0
10857,12214,11808.411364510861,5.0
10858,17292,19121.226104788915,7.0
10859,22283,25249.721917372095,9.0
10860,27115,26577.229976950042,6.0
10861,11126,11471.799237281095,4.0
10862,8525,9999.19013781091,3.0
10863,19763,21243.334712743985,6.0
10864,50997,42117.87028197487,4.0
10865,11229,9802.481185427107,4.0
10872,14426,13422.722558411111,1.0
10871,13083,9097.808695817697,1.0
10870,19680,16743.84046284138,6.0
10866,14145,12721.341336217483,8.0
10868,11997,16188.272896096945,8.0
10867,13055,11704.578967169391,2.0
10869,16433,19860.063846471527,3.0
10873,11884,13673.517026560128,8.0
10874,19014,17230.352972700646,7.0
10880,20220,24590.224527682578,8.0
10881,15061,14340.226733376274,10.0
10878,48031,45887.828343399706,2.0
10879,20283,23694.99058894588,1.0
10876,11642,11538.704148311224,10.0
10875,11012,9140.522680973254,6.0
10877,35788,31808.041636261732,8.0
10882,10221,10467.612905330356,2.0
10883,10081,10683.36983899521,9.0
10891,20280,22876.780311323044,5.0
10892,23088,21763.411142962315,10.0
10890,20330,20207.41278421571,8.0
10888,21798,21725.794881887778,5.0
10889,14103,14527.34796475485,3.0
10886,12104,12730.595355687607,10.0
10885,19273,20636.049724900073,5.0
10884,12467,13320.327164493927,1.0
10887,34436,27829.3982679821,6.0
10899,52008,49376.820965667575,5.0
10893,16508,15682.401130598979,9.0
10894,13602,12521.446805503634,8.0
10895,9398,10197.634370966576,3.0
10896,36403,35564.05120922534,4.0
10897,30825,27305.26419372664,8.0
10898,27988,28650.08680527797,4.0
10906,17122,24466.925086988893,2.0
10905,10178,9374.697538320595,10.0
10908,7353,11809.75320901891,10.0
10904,6399,7311.491823296629,4.0
10907,33657,31326.98331100553,10.0
10902,20335,25577.66054557712,2.0
10903,16771,17305.130482299737,9.0
10909,16195,17611.882287891338,1.0
10910,20773,15858.52933839381,6.0
10917,14235,13851.965005034044,8.0
10911,16631,15962.68679083926,1.0
10912,57050,52571.95995310383,7.0
10913,10958,11364.175869648961,4.0
10914,10903,13853.831505481585,1.0
10915,20361,15842.988356373253,6.0
10916,11616,9963.32978171226,6.0
10919,9117,11466.255129347075,3.0
10918,11426,18706.39826796225,8.0
10901,15840,12519.518032769301,4.0
10900,8286,12090.159148772938,9.0
10920,6979,13500.800685973694,9.0
10921,17099,14267.355156739888,3.0
10922,40029,35819.41059398514,8.0
10923,36785,33913.913771311076,1.0
10924,27549,21910.57433472814,4.0
10925,18215,15562.594419487128,5.0
10926,18733,19700.535525237385,3.0
10927,27976,22254.861288581596,1.0
10928,14039,15637.449818731957,1.0
10933,18479,24678.549471100294,10.0
10934,9172,11103.702452785375,9.0
10932,37529,38353.35843920345,6.0
10931,49218,49332.28625747703,1.0
10930,10069,18459.156218006654,4.0
10929,10282,11721.824830204447,7.0
10935,10726,11537.827904547883,6.0
10936,17993,21162.260984803954,4.0
10937,12533,9885.636584937749,4.0
10938,8060,16430.750287729577,3.0
10939,14164,13315.653555450062,3.0
10940,28214,27467.61759377719,5.0
10941,11061,9466.694675064235,8.0
10942,11717,14235.886841084824,3.0
10943,20138,17617.752336172452,1.0
10946,12294,11971.24824409778,6.0
10945,12494,12215.692982627417,9.0
10944,16561,19637.466562481142,6.0
10947,9512,7371.95821508636,2.0
10948,15081,12449.235935093066,6.0
10949,9524,11207.790363040971,6.0
10950,27701,26448.562241920234,4.0
10951,30711,30888.04424836603,8.0
10952,7474,8248.005358368835,2.0
10953,14131,13533.114447734097,5.0
10954,8216,12137.063361774282,2.0
10955,35080,42254.914826522785,1.0
10961,17025,13537.067076020154,2.0
10960,34752,27106.48345551957,7.0
10959,15450,14530.449736989156,5.0
10956,12222,10870.806820240234,5.0
10957,11171,17335.77164830335,9.0
10958,19355,18982.065753370192,1.0
10962,51168,46016.1504851418,8.0
10963,9578,10761.195546703086,5.0
10964,14062,13823.970171370154,3.0
10965,9027,10243.480612890762,6.0
