id,attendance,catboost_prediction,fold
9263,15103,17088.798588960097,4.0
9262,11810,11360.396514543252,4.0
9264,6162,6943.212361849801,2.0
9269,14615,12823.439177080207,2.0
9270,8667,13130.900192835761,4.0
9277,22188,25945.20963419815,1.0
9271,13450,17187.944234822553,3.0
9272,54774,46206.026428748155,1.0
9273,13300,16387.982674699488,2.0
9274,20232,20050.136445964614,1.0
9275,20268,14911.936129244186,1.0
9276,20543,19814.48982108228,4.0
9279,41430,40258.29015841099,4.0
9278,14642,12521.196122827465,5.0
9280,15427,12532.179696051331,4.0
9281,22948,15238.41692028664,4.0
9282,18241,15388.950987122513,2.0
9283,11221,14112.039408335622,1.0
9284,11101,15413.011657338122,2.0
9285,9031,11657.131964944407,2.0
9286,17438,23984.430438565207,5.0
9287,25687,19451.80267638189,4.0
9294,42056,39501.80200933281,4.0
9293,12466,6375.205432573128,2.0
9295,18193,15610.376577197465,5.0
9292,21874,18552.134081216333,4.0
9290,32073,22631.443913787487,1.0
9291,36376,20350.142194080996,2.0
9289,25128,25467.571359969486,5.0
9296,56982,52436.29001907015,5.0
9297,9430,15877.269627090081,4.0
9288,15343,12790.13502399406,2.0
9306,12142,7299.183531982073,3.0
9305,6806,9035.634748504264,3.0
9304,6760,8202.22109879123,3.0
9302,38592,40578.23941958844,4.0
9303,10183,11392.598209780681,3.0
9300,15322,12625.374075797154,3.0
9299,5806,5006.080819411765,1.0
9298,7427,13907.816941764195,2.0
9301,8025,7379.292380401092,2.0
9312,17864,17748.50484057454,1.0
9307,17070,20982.24424512434,5.0
9308,13432,11433.003374189122,2.0
9309,7493,8370.915613720526,4.0
9310,23005,26349.200450485776,5.0
9311,13524,11673.942717836933,5.0
9313,19304,19076.43358369704,5.0
9315,9005,10669.392656360593,5.0
9314,19223,20419.224873851865,4.0
9324,13655,11264.832800940781,2.0
9322,8027,14299.66600364343,2.0
9321,13225,10075.921660746786,5.0
9320,6618,7900.4694955552095,2.0
9323,5545,6558.274912159048,4.0
9318,39278,35497.7369781894,3.0
9317,20425,18396.147580289944,3.0
9316,16040,18691.845650334868,2.0
9319,12875,10946.329447417687,2.0
9330,14621,17143.48046850278,2.0
9325,7278,7410.658937121043,3.0
9326,31684,23575.148183803336,5.0
9327,17000,17837.296473498736,4.0
9328,14289,14227.666784371382,2.0
9329,24920,28928.125904956374,2.0
9331,20873,24076.267531192592,2.0
9332,16961,15407.948587203584,1.0
9333,24032,24650.59697974293,5.0
9341,12616,15128.699762063068,1.0
9339,12454,11178.105221591799,4.0
9342,18205,15366.389131299085,5.0
9338,30353,21302.72255648221,2.0
9340,16089,16533.113278185425,5.0
9336,20144,19819.978950484154,3.0
9334,10569,13524.595481286167,1.0
9337,41487,39467.310978357,4.0
9335,50195,44374.78049888978,1.0
9343,34236,29019.883280031652,5.0
9344,11355,11968.7893161679,5.0
9345,38611,42792.2850775159,4.0
9346,15410,15018.11668083897,3.0
9347,14392,12842.912003082241,3.0
9348,18609,19522.15008029974,4.0
9349,10387,12509.554247438864,2.0
9351,17261,15470.876982436354,3.0
9350,10145,12543.719418802362,1.0
9360,18864,19834.327693114632,2.0
9359,17826,14845.960948582215,2.0
9358,11291,8887.66712985616,5.0
9357,11992,11146.59172109286,1.0
9352,34417,37961.766113914724,4.0
9355,11623,8878.191910566677,1.0
9354,11306,13049.808491758708,3.0
9353,18533,20016.88977134249,3.0
9356,12115,10501.196905183162,2.0
9365,16177,17211.328190718614,1.0
9366,23386,25083.011648224452,3.0
9367,17738,13774.799799008484,4.0
9363,14227,11483.94049315159,5.0
9362,14052,15363.62204690614,5.0
9361,9076,11481.52107708011,1.0
9364,40466,37501.494212593476,1.0
9368,17556,15712.536101791855,4.0
9369,8886,12949.246866504487,4.0
9378,27843,24833.891708187588,2.0
9377,9513,8647.26569921133,4.0
9375,9249,12658.333836883568,1.0
9374,12384,7678.669629979391,4.0
9376,13979,12989.173224459795,4.0
9372,4873,6228.494594788885,1.0
9371,9457,11771.562210584558,4.0
9370,11433,13977.401508349954,4.0
9373,21041,22746.541291435096,2.0
9379,22769,35197.80134873661,3.0
9380,9299,11219.497870303767,5.0
9381,21382,21488.923104143298,4.0
9382,13463,14382.814063110152,2.0
9383,11471,11285.999527613658,3.0
9384,20463,20461.69222301011,3.0
9385,26841,21172.40147150603,1.0
9386,9142,15728.872168602866,3.0
9387,35059,29251.623348093362,2.0
9392,9308,11636.867649382757,1.0
9394,12519,14442.132912079025,2.0
9391,39123,38659.72172316906,2.0
9393,19036,19536.82856623526,2.0
9389,25384,22380.68893165837,1.0
9390,20800,25533.572241738173,5.0
9388,8440,11286.522229737433,1.0
9395,15482,15794.135640976034,1.0
9396,10150,10530.381862688084,4.0
9402,10857,13012.884609801009,1.0
9401,10265,9881.18964027677,4.0
9400,11218,10287.64835970931,5.0
9403,17544,20366.419341987308,2.0
9398,21665,24122.212133376463,5.0
9397,48378,49998.59567976506,5.0
9399,12654,10415.863161642457,5.0
9404,17398,16882.56160360852,3.0
9405,40422,37473.52219034874,2.0
9406,24136,25120.04756375047,1.0
9407,12029,14042.951153280363,1.0
9408,25435,23539.319131097254,4.0
9409,16492,17064.737107732304,2.0
9410,10609,11877.504362511027,3.0
9411,8223,7823.992481201491,4.0
9412,15186,21103.688604245333,2.0
9413,15462,14266.825391306515,5.0
9414,10807,14321.457282486064,1.0
9415,5237,6471.7725912314745,5.0
9416,48952,47024.34737380021,3.0
9417,10282,14140.003687089691,2.0
9418,10222,9589.604478252577,3.0
9419,35603,36481.95691917387,2.0
9420,21066,25715.38439744748,1.0
9421,10840,10833.412533310177,1.0
9422,7013,8078.262335405387,1.0
9423,12181,12505.634352537578,2.0
9430,12843,17118.537096707314,1.0
9429,16281,16130.46328204135,3.0
9428,9888,11730.67263869497,4.0
9427,11490,11036.346058955503,1.0
9426,36272,33882.85735042053,2.0
9425,14383,11594.014299739501,4.0
9424,15315,15870.353978834808,1.0
9431,17541,24746.309371929856,2.0
9432,11689,12045.312422709772,3.0
9433,50134,51888.18472924142,1.0
9434,12863,13048.51141871321,5.0
9435,24333,28421.266997692914,5.0
9436,9747,12167.463317679973,4.0
9437,13244,14152.853993728872,1.0
9438,8491,10531.613794883373,1.0
9439,16445,11774.511622111753,3.0
9441,7897,9604.734449896829,1.0
9440,36161,30708.16798049392,2.0
9442,10074,8414.364816655183,5.0
9443,10505,14194.293845769884,4.0
9444,9852,11781.072563032847,4.0
9445,38203,35687.046529526866,5.0
9446,16162,16288.85940271149,4.0
9447,18534,17081.775232159132,5.0
9448,16162,11965.111477670676,4.0
9450,28690,23018.849381528533,3.0
9449,19170,18360.23798982924,4.0
9457,7873,8346.451379704537,4.0
9456,5566,5347.82064669498,4.0
9455,9079,10629.09150836815,5.0
9451,14663,18657.883092907236,1.0
9453,11286,10783.413014004174,1.0
9452,52582,48558.0789835272,3.0
9458,11505,9875.178123506612,2.0
9454,23251,26334.13706786806,1.0
9459,19273,17860.072847794858,4.0
9465,32109,28592.754382281295,4.0
9466,8182,8698.06585609179,4.0
9463,9156,9431.160081782984,5.0
9464,14406,11367.278600670252,2.0
9461,12871,13246.94895623689,4.0
9460,12094,19933.707610059766,3.0
9462,20258,22037.741724964748,3.0
9467,40393,35191.27247672009,4.0
9468,16950,14922.095426544227,2.0
9475,8737,10935.369223779277,4.0
9477,15841,18287.463704093072,1.0
9476,20187,13068.57989828783,2.0
9474,13785,9762.758898975067,4.0
9472,23553,26516.088658725588,4.0
9471,12049,12886.093515243865,2.0
9470,57781,44343.28886865167,1.0
9469,12178,15626.687857695662,3.0
9473,12172,17638.056144278868,1.0
9483,37711,33123.11993116993,3.0
9485,16768,16141.948476397429,3.0
9484,10707,13787.73552929065,2.0
9482,15069,12408.169974802484,1.0
9486,11214,12078.517267158331,3.0
9480,17518,20247.03825980133,2.0
9479,41528,36412.84980694814,4.0
9478,9285,20980.141939730973,2.0
9481,24895,21835.00109231247,1.0
9493,9278,11952.311537656466,2.0
9492,9110,9216.603552047603,4.0
9495,20854,22038.14182972998,3.0
9491,13581,15376.994280599189,3.0
9494,14703,13658.16415883326,5.0
9489,17175,14347.788915048162,4.0
9487,16433,20010.860378325757,2.0
9490,33993,37694.861066339334,1.0
9488,62241,64267.82801563759,5.0
9985,25257,27432.43494960548,3.0
9986,24466,27775.55674391887,5.0
9987,20039,20786.942297051057,1.0
9988,20295,22032.814923919497,4.0
9989,18333,16083.096670455632,5.0
9990,57188,51167.46506329818,4.0
9991,18355,15683.227291494211,4.0
9992,10960,12084.383537478763,4.0
9993,18410,15440.237120624384,4.0
9999,13737,12630.617231611897,5.0
9998,15373,12625.309209297047,1.0
9997,17023,21226.108673818326,5.0
9994,11791,12676.977117186034,4.0
9995,12891,14071.051410738644,2.0
9996,11452,12952.651634174275,1.0
10000,18406,24941.129253269013,2.0
10001,40524,42018.6893433036,4.0
10002,14664,15723.057084404549,3.0
10008,18621,20141.792059524156,5.0
10009,14123,14962.938697672267,2.0
10007,16657,16381.008574719739,2.0
10006,14814,13640.401263327527,5.0
10005,11460,14222.917941925152,1.0
10004,39494,34956.92018974654,2.0
10003,16870,14022.331902499514,1.0
10010,11620,11752.503879881508,2.0
10011,27046,25192.167533744756,1.0
10012,13064,9296.595012998623,1.0
10013,31500,30369.90274984822,1.0
10014,12379,11430.77063940002,3.0
10015,7737,8960.373249347094,4.0
10016,9337,14490.941549566523,3.0
10017,10793,10331.963048595197,5.0
10018,10518,13064.089215104035,3.0
10020,27163,26188.33346576566,2.0
10019,10225,10336.26910733787,2.0
10021,8373,9422.267549585948,5.0
10022,21092,19596.277636194787,5.0
10023,16825,18550.179418115924,5.0
10024,18587,13902.609835502457,5.0
10025,10234,10690.437828588103,3.0
10026,18960,23359.163809576727,3.0
10027,45025,40747.89937300206,4.0
10028,15584,12870.047168732144,5.0
10029,13225,14567.603903855457,1.0
10034,10983,10456.795605703814,1.0
10035,11864,12816.217994788349,5.0
10033,32686,36911.27949856836,5.0
10031,19367,16425.716166018043,2.0
10030,6584,9121.237998469562,5.0
10032,7181,8854.923502582113,4.0
10036,35013,31538.115816706657,1.0
10037,21208,16015.903077217117,5.0
10038,17431,18011.705669335275,2.0
10039,22168,21248.29010818753,4.0
10040,50531,51130.03928348856,4.0
10041,9481,10054.858844141785,2.0
10042,10363,11175.837309913917,2.0
10043,11437,8719.589661886246,1.0
10044,12738,14560.801032570966,5.0
10045,8326,9599.51952708801,1.0
10047,14495,16323.676391274395,5.0
10046,17219,18950.56956749802,4.0
10048,15008,13106.972082646042,1.0
10049,20806,20869.083025802865,3.0
10050,6628,7020.43948875083,4.0
10051,11077,10366.299479986676,2.0
10052,9213,11692.78827978624,2.0
10053,41283,35118.67069607537,4.0
10054,10131,12278.608132459001,5.0
10055,21804,18119.11159330691,4.0
10056,36146,29115.35844226955,5.0
10064,33498,32063.964030893912,2.0
10063,13220,14522.80079955222,4.0
10065,20318,19856.9085178203,4.0
10062,22236,19841.268530651356,2.0
10059,13481,14297.876801146545,2.0
10060,30436,32722.66345120054,5.0
10058,16279,15000.89032189393,4.0
10057,57440,53664.26002871388,5.0
10061,14146,14366.922213941922,5.0
10073,23142,24608.24215962015,2.0
10072,14983,17519.03855767819,2.0
10071,33162,33421.9617199862,5.0
10070,13344,16492.429096241824,4.0
10074,11969,15943.049785289013,1.0
10068,39507,34923.200440755085,4.0
10067,20224,18182.087970774784,3.0
10066,4458,5754.071818623384,1.0
10069,18223,16995.30097286116,4.0
10075,19074,23942.132672025284,3.0
10076,13636,12561.10130551695,4.0
10077,12197,14425.09061545096,5.0
10078,9374,9588.950012366462,5.0
10079,13259,15461.505098486366,4.0
10080,21821,21949.382738478766,5.0
10081,12686,14286.327793647511,2.0
10082,7769,9517.050692500308,4.0
10083,55258,53228.241596887296,1.0
10089,10983,12354.551373395072,1.0
10090,12422,12537.772987591214,5.0
10088,9466,8197.87284603713,3.0
10087,15371,18560.60377588466,2.0
10086,34347,28479.175244816826,1.0
10085,38268,33471.56574581203,4.0
10084,13765,17272.024505754456,4.0
10091,12149,12560.508892685046,5.0
10092,25811,24541.819578996336,2.0
10093,4935,5317.178363566049,1.0
10094,22679,25300.557478592786,1.0
10095,9173,13360.32315113589,4.0
10096,10081,13333.179543240109,4.0
10097,14405,16817.80502435448,1.0
10098,10514,14485.167659585019,4.0
10101,11734,12609.941393757326,2.0
10100,14033,16730.591979763267,5.0
10099,51829,46700.3516251492,2.0
10102,12730,9493.968388227224,3.0
10103,19752,15515.25426921515,2.0
10104,38667,36087.68661360767,1.0
10105,21804,19689.031694762736,2.0
10106,23028,23298.0034623632,5.0
10107,21190,22978.12138754331,5.0
10108,11389,12786.909855016442,5.0
10109,15322,15873.851593629452,5.0
10117,13605,15436.817464996197,1.0
10116,16795,8856.267314535946,4.0
10115,20473,17490.739868162713,3.0
10114,10524,17276.64271869716,2.0
10111,13966,9268.7381864682,1.0
10112,15244,17309.56528190693,4.0
10113,15078,16027.384515886763,3.0
10118,13229,12323.24883631913,1.0
10119,38439,37749.77864542645,4.0
10128,15508,14471.222768791788,3.0
10127,6037,10225.623449140783,2.0
10126,9416,11159.559108975212,2.0
10124,36182,35581.21561741407,2.0
10125,9292,8301.078650445967,1.0
10122,17264,15355.192813974852,1.0
10121,10273,10721.957130323713,3.0
10120,16709,16185.107471916268,4.0
10123,13956,14065.910815411906,1.0
10134,15640,20245.249162818025,1.0
10129,20300,17909.23383589394,2.0
10130,16614,17899.027743071794,5.0
10131,15069,13143.212776457973,2.0
10132,7232,6594.799217126058,5.0
10133,11298,10875.437182375175,4.0
10135,10362,13120.463483170812,2.0
10136,10051,12412.447403071397,3.0
10137,14317,17505.487372032952,5.0
10138,10264,10026.761437900737,1.0
10139,43117,12361.199486090301,1.0
10140,15712,18030.133956055637,1.0
10141,10049,13101.548590044711,4.0
10142,11489,11919.419726651886,4.0
10143,40858,38117.55618862755,3.0
10144,17299,15222.782617975481,4.0
10145,35072,29726.032234028193,3.0
10146,20315,22481.436094655335,2.0
10110,38682,37410.55470071071,5.0
10153,12624,11499.02511459844,2.0
10152,18112,17534.560111916195,4.0
10151,15047,13291.488450160814,3.0
10148,16070,17195.85301211054,4.0
10149,20689,23507.982784970063,1.0
10147,47359,43338.83263773893,3.0
10150,53916,30051.465707680036,3.0
10154,14316,14095.319115555809,2.0
10155,12595,13901.166063603956,1.0
10162,14854,11996.018546442487,5.0
10164,20391,17227.29430549738,3.0
10163,20982,22274.04740638003,5.0
10161,42015,34795.36692398344,3.0
10160,5606,5016.326748413512,3.0
10159,18095,19712.714802047318,4.0
10158,10636,8085.183423934412,1.0
10157,6440,8806.09727425543,2.0
10156,19600,14472.933048745981,5.0
10165,16718,14825.041784598732,4.0
10166,25373,25211.601770979218,5.0
10167,8426,11220.147167922558,2.0
10168,36756,30305.767144339094,3.0
10169,19073,15558.105357412727,5.0
10170,15703,15588.804856573992,3.0
10171,10402,10457.982921337285,5.0
10173,9116,13980.383811887312,1.0
10172,13889,12225.034853737827,5.0
10174,15957,18922.844769981,5.0
10175,46951,49661.174186201955,5.0
10176,10801,12173.2388322862,1.0
10177,19789,20462.801865384583,5.0
10178,12757,11856.577780216387,5.0
10179,10804,10833.434950917923,5.0
10180,17910,18110.396032541586,1.0
10181,19007,27001.332009385824,5.0
10182,39912,41418.04280812508,5.0
10189,16152,12759.432125315445,2.0
10188,14167,13518.998793088998,4.0
10191,7122,8280.910945825335,2.0
10187,9038,10109.111629229155,3.0
10190,20067,17141.686007123113,4.0
10185,13185,10810.490946498045,4.0
10183,6149,8178.755567971053,1.0
10186,10828,9214.321637933144,4.0
10184,10447,8606.230618875046,2.0
10192,14856,18095.056486864807,1.0
10193,49810,48664.41306689649,1.0
10194,23968,22398.403608403467,5.0
10195,6341,7416.259815144844,5.0
10196,40488,37737.293342973004,2.0
10197,33678,27398.542431224425,2.0
10198,18425,16160.54791824308,2.0
10199,23569,25301.879450261673,3.0
10200,14830,16880.696370902006,3.0
10207,22675,20164.0773169135,1.0
10206,13949,14643.919939814466,3.0
10205,18108,15725.34967056242,1.0
10201,8432,10492.506725215291,2.0
10203,15535,14818.861016165194,3.0
10202,13272,13632.04510509917,5.0
10204,13835,22245.410764429125,5.0
10208,40574,43488.649466769544,5.0
10209,19419,20113.092203325497,4.0
10214,7793,10813.220188194296,1.0
10212,48166,38820.942751440234,1.0
10215,21371,17302.53151780138,5.0
10213,11606,10241.921485577772,5.0
10210,14812,15701.633425446827,5.0
10211,8449,7895.28533642703,5.0
10216,30363,25837.94812875573,1.0
10217,15797,15424.937157705655,4.0
10218,10648,10401.071915287695,4.0
10219,7553,8856.187079664742,3.0
10220,10752,10731.977282419124,3.0
10221,12923,21201.00208973363,1.0
10222,9097,13504.620697318309,3.0
10223,12163,14206.882024932445,3.0
10227,15346,12750.240486876697,2.0
10226,47755,41714.57845873598,3.0
10224,13492,15774.640019735145,4.0
10225,13438,10594.325095734903,2.0
10228,10503,13799.787836675881,1.0
10229,10640,13227.422952365196,3.0
10230,21939,27644.50201637751,3.0
10231,14037,10612.300911992124,5.0
10232,38507,34119.3572169018,5.0
10233,14831,15387.759963021315,5.0
10234,9363,13577.999903802527,1.0
10235,18511,24917.948634539884,2.0
10236,14208,16061.466096430044,2.0
10243,14671,14896.07383990207,5.0
10242,12318,13337.08747566521,3.0
10241,25961,21631.900583593862,5.0
10240,25082,26305.446679978926,4.0
10238,16756,20500.103199539502,4.0
10239,14440,14276.206413718539,4.0
10237,11038,10422.446840509176,4.0
10244,18025,18113.357242446662,3.0
10245,16071,14848.716750534826,2.0
10246,8036,12342.158022806823,2.0
10247,8947,6589.900475983151,5.0
10248,4114,4834.544633710841,4.0
10249,9056,11127.923554809768,4.0
10250,34446,36263.779796702875,4.0
10251,15898,16239.890594850605,1.0
10252,9680,12577.171230929356,3.0
10254,30494,32113.00732568698,1.0
10253,52314,47262.51446146518,4.0
10260,11236,10302.12684092248,1.0
10259,20044,18724.22081544921,3.0
10258,17529,18615.555411639078,3.0
10255,8990,9590.39157380576,2.0
10256,21109,23710.009234486035,3.0
10257,37851,36799.09678716813,2.0
10261,16508,14872.948220678994,5.0
10262,11752,6548.3619412114,5.0
10263,23355,24717.17123615573,3.0
10269,15151,10370.13364654373,1.0
10271,13555,12925.336354950126,5.0
10270,13172,12763.583622848171,4.0
10272,27811,18280.081383054578,4.0
10267,30157,28363.88095588045,2.0
10266,15678,16088.1905956143,1.0
10265,56368,59997.09513210536,3.0
10264,18887,19562.266654843097,3.0
10268,7751,18500.083359890836,2.0
10280,20109,18809.674074987863,2.0
10279,16370,14644.02956441624,4.0
10278,18577,16657.82575594495,2.0
10277,24956,27277.01212188504,3.0
10281,23381,19423.76367845725,4.0
10275,20749,28268.996565120535,5.0
10274,11021,9806.872418497082,4.0
10273,62123,66942.97945974708,5.0
10276,16813,17490.759132336912,2.0
10282,31384,23364.11817483041,1.0
10283,11268,10509.832360055323,4.0
10284,15341,16060.48582314724,3.0
10285,46697,33475.14463559411,4.0
10286,14777,14731.840836681378,5.0
10287,37430,37282.40893247536,3.0
10288,13923,14326.660358932157,3.0
10289,20687,16070.618152788013,4.0
10290,14173,20514.27705284992,3.0
10807,19054,18591.235676091754,4.0
10808,28152,20639.19594277526,1.0
10806,26102,22351.424968512263,1.0
10803,18093,19741.140833328303,2.0
10804,24390,24973.300237950607,5.0
10805,61246,37019.67940408927,3.0
10809,11210,13695.61245775398,2.0
10810,21020,21497.588263475645,2.0
10811,12505,11348.36135832213,1.0
10812,18263,21167.503590289445,3.0
10813,54482,49915.388064762476,3.0
10814,25560,25595.38126414524,3.0
10815,16066,15692.163212065529,1.0
10816,25225,21589.86469443044,5.0
10817,35083,29136.350978253373,4.0
10818,14566,14968.597516837423,4.0
10820,18934,22650.722779181422,5.0
10819,14982,13296.577544281663,1.0
10821,13855,12595.947834939208,2.0
10822,13693,17332.508311268062,4.0
10823,19233,22517.39432395315,1.0
10824,17658,14739.686221040281,2.0
10825,22901,21659.3165874838,2.0
10826,46962,33662.983564797265,4.0
10827,10048,7212.100320547765,3.0
10828,8764,11246.742802828318,2.0
10829,10043,11374.997028889757,2.0
10836,15223,15445.031754159634,2.0
10838,17651,17158.96015055448,1.0
10837,8192,7138.259433031433,5.0
10835,22740,27873.092034470494,2.0
10830,14377,12934.498533304275,2.0
10833,9087,8542.725895469855,4.0
10832,8694,9414.711943688382,1.0
10831,7591,6787.538623740145,1.0
10834,11670,10088.452203209456,2.0
10845,14753,14351.170342670483,1.0
10843,19193,23755.974989806615,4.0
10842,20180,21825.014243386122,3.0
10844,16219,15522.141594930197,3.0
10840,27866,24800.86367138249,2.0
10839,6450,7779.98356098011,5.0
10841,17257,17098.04431069117,1.0
10846,9585,9223.319235062912,2.0
10847,8150,11179.888501283243,1.0
10853,16977,15701.230615980876,4.0
10848,15240,13060.891862683446,2.0
10849,20026,20822.3702446283,2.0
10850,14167,15030.392727897808,1.0
10851,11091,10846.310032515994,2.0
10852,22503,14917.391655344392,4.0
10856,13321,15150.50516846693,4.0
10855,54450,46851.94314782831,3.0
10854,14109,11973.773096173121,2.0
10857,12214,11558.030626250878,1.0
10858,17292,20798.152989418904,1.0
10859,22283,27305.00313241419,3.0
10860,27115,27748.328440711764,1.0
10861,11126,9048.656643828002,2.0
10862,8525,8303.565464928164,3.0
10863,19763,21665.776897660468,4.0
10864,50997,49111.28583962976,4.0
10865,11229,10938.97076118545,5.0
10872,14426,14286.461363754726,3.0
10871,13083,10493.22822035131,2.0
10870,19680,18045.640308292783,4.0
10866,14145,11484.014062032113,5.0
10868,11997,12952.231192383459,5.0
10867,13055,13797.985237029156,3.0
10869,16433,20971.817434470995,2.0
10873,11884,14157.705769188637,1.0
10874,19014,19571.990278998583,4.0
10880,20220,24623.402869751462,5.0
10881,15061,15630.59253408554,1.0
10878,48031,41291.78571365721,4.0
10879,20283,24670.53748665457,5.0
10876,11642,11344.04615944651,4.0
10875,11012,11810.553724842768,1.0
10877,35788,32821.85672741714,2.0
10882,10221,11056.581116004232,2.0
10883,10081,10258.480618418227,5.0
10891,20280,22861.265711132255,2.0
10892,23088,22983.83651367631,5.0
10890,20330,20581.51531162473,2.0
10888,21798,23241.59170898729,2.0
10889,14103,14897.373146522072,2.0
10886,12104,12481.97337971163,3.0
10885,19273,21043.147609622967,1.0
10884,12467,10490.20305186005,5.0
10887,34436,29106.920600602993,3.0
10899,52008,49482.61025863572,4.0
10893,16508,16355.898470398346,5.0
10894,13602,15603.073892188748,1.0
10895,9398,11977.018006210961,5.0
10896,36403,36939.9353368462,1.0
10897,30825,33841.05247497943,2.0
10898,27988,27090.68483317994,4.0
10906,17122,25636.65675991866,1.0
10905,10178,9565.423597110093,5.0
10908,7353,11163.4375810981,5.0
10904,6399,6496.841065117835,2.0
10907,33657,34492.131272506645,3.0
10902,20335,20476.3024762485,3.0
10903,16771,16524.950792649834,3.0
10909,16195,17252.50849222899,3.0
10910,20773,18497.997681725785,2.0
10917,14235,15348.897121447282,4.0
10911,16631,15915.277122712976,5.0
10912,57050,53190.41719672844,2.0
10913,10958,12678.249591075952,1.0
10914,10903,9650.402024117877,1.0
10915,20361,15242.411669114545,1.0
10916,11616,10881.821141648337,2.0
10919,9117,11650.769767870626,4.0
10918,11426,12876.47013690287,2.0
10901,15840,13778.44593567757,2.0
10900,8286,10209.736704431249,2.0
10920,6979,12488.115252935895,4.0
10921,17099,14014.010232878725,5.0
10922,40029,36298.95593643971,3.0
10923,36785,35477.32619541425,2.0
10924,27549,23287.299617819677,1.0
10925,18215,16351.850733889358,3.0
10926,18733,18685.190550802552,5.0
10927,27976,24956.76301963498,2.0
10928,14039,15421.21314400584,4.0
10933,18479,27851.489608898,1.0
10934,9172,10669.521047352457,5.0
10932,37529,36989.69442258922,4.0
10931,49218,51125.800084781025,5.0
10930,10069,15569.686426751616,4.0
10929,10282,11293.332591546632,4.0
10935,10726,12021.485625852412,2.0
10936,17993,20223.941194449937,2.0
10937,12533,9466.622220668865,4.0
10938,8060,11186.321596908041,4.0
10939,14164,14036.121117928631,5.0
10940,28214,28046.69288451939,3.0
10941,11061,10419.53153267242,1.0
10942,11717,15595.970726000463,2.0
10943,20138,17169.34142469619,5.0
10946,12294,14293.093610048933,1.0
10945,12494,10529.846561790424,3.0
10944,16561,19339.50739019036,4.0
10947,9512,4889.806855761268,3.0
10948,15081,13049.45620306077,5.0
10949,9524,11271.306435741762,1.0
10950,27701,29210.659373369745,5.0
10951,30711,31196.646826418808,1.0
10952,7474,7069.4590856816085,3.0
10953,14131,14258.709012666568,3.0
10954,8216,11752.231486503602,2.0
10955,35080,43700.111194162615,1.0
10961,17025,14068.716316722637,3.0
10960,34752,31422.42959863031,4.0
10959,15450,15545.382460981116,3.0
10956,12222,10292.678568691226,3.0
10957,11171,14140.826624311001,5.0
10958,19355,19581.919710692044,3.0
10962,51168,43954.86294352865,3.0
10963,9578,11210.764351931153,5.0
10964,14062,12269.969516040368,4.0
10965,9027,10779.765806082642,1.0
