id,attendance,catboost_prediction,fold
9286,17438,24526.54265316527,2.0
9287,25687,22824.419856636847,4.0
9294,42056,39429.59338316832,2.0
9293,12466,8375.28989985719,5.0
9295,18193,14471.357217855722,2.0
9292,21874,16538.871455170094,2.0
9290,32073,22700.59884171032,1.0
9291,36376,21115.993910297697,1.0
9289,25128,24907.193464448275,4.0
9296,56982,47751.15831690574,1.0
9297,9430,17502.37570833498,5.0
9288,15343,12930.368938943615,3.0
9306,12142,4499.0614925485625,5.0
9305,6806,8926.72147268358,1.0
9304,6760,8439.225425835955,4.0
9302,38592,39472.20251081648,1.0
9303,10183,11192.196941701288,3.0
9300,15322,12369.5141327457,4.0
9299,5806,5996.128779860292,2.0
9298,7427,14088.922812931174,4.0
9301,8025,7284.985770764315,4.0
9312,17864,16796.498825245537,3.0
9307,17070,22302.620308181144,2.0
9308,13432,12967.779512323477,5.0
9309,7493,8317.11370259941,1.0
9310,23005,26172.41886501379,4.0
9311,13524,12759.390812295784,2.0
9313,19304,17995.135057655698,2.0
9315,9005,9903.979197517907,1.0
9314,19223,22483.84858259168,4.0
9324,13655,9132.738831869843,5.0
9322,8027,14361.054760451329,3.0
9321,13225,10107.669528702903,2.0
9320,6618,6096.343893309622,1.0
9323,5545,7592.579398562035,4.0
9318,39278,35254.44947496053,5.0
9317,20425,18611.08512741032,4.0
9316,16040,17461.342900049865,4.0
9319,12875,10614.649400809969,1.0
9330,14621,16410.86847323243,1.0
9325,7278,6370.8718514877455,3.0
9326,31684,24028.685193641544,5.0
9327,17000,16072.518110287674,5.0
9328,14289,16143.663463655494,2.0
9329,24920,29941.916900978977,3.0
9331,20873,21535.656154080156,2.0
9332,16961,14342.267606458961,1.0
9333,24032,22178.15667043073,2.0
9341,12616,15510.164201606927,4.0
9339,12454,12039.234599255546,4.0
9342,18205,15207.099365710052,3.0
9338,30353,22246.981592497905,5.0
9340,16089,16254.96371458891,5.0
9336,20144,21195.772130954152,4.0
9334,10569,12467.578144998584,2.0
9337,41487,40221.33991153415,5.0
9335,50195,46539.95255419871,1.0
9343,34236,29399.090979239074,1.0
9344,11355,13467.949453750622,5.0
9345,38611,40005.86985479455,3.0
9346,15410,15208.374326344743,5.0
9347,14392,14899.267414313452,2.0
9348,18609,17412.87832170689,2.0
9349,10387,12886.44559301826,4.0
9351,17261,14525.295527418413,1.0
9350,10145,11519.389789499797,3.0
9360,18864,19042.6028771197,1.0
9359,17826,11830.100225944923,2.0
9358,11291,9959.926351296172,4.0
9357,11992,10051.394227774328,3.0
9352,34417,39029.52698721197,4.0
9355,11623,7668.256845393702,3.0
9354,11306,12176.798058898568,2.0
9353,18533,21171.075695686504,5.0
9356,12115,12092.51371117095,1.0
9365,16177,16385.26428429285,3.0
9366,23386,22408.412944735963,2.0
9367,17738,14401.069426684191,4.0
9363,14227,11622.585226918369,4.0
9362,14052,15496.603094701495,4.0
9361,9076,12868.972800582787,4.0
9364,40466,37412.8341205682,4.0
9368,17556,14404.964443615183,3.0
9369,8886,12815.603139778395,4.0
9378,27843,24486.50430574689,2.0
9377,9513,9569.764179765843,4.0
9375,9249,10899.261438630085,2.0
9374,12384,7510.265770081438,3.0
9376,13979,13717.074163703157,3.0
9372,4873,6163.238642879824,5.0
9371,9457,10237.320506305447,1.0
9370,11433,13441.970328947362,3.0
9373,21041,24147.812145098454,2.0
9379,22769,35465.263798940694,1.0
9380,9299,10299.83851718474,1.0
9381,21382,21424.63800530315,3.0
9382,13463,13918.567985224538,3.0
9383,11471,11447.428800124919,4.0
9384,20463,15749.545775344264,2.0
9385,26841,22401.456764697625,1.0
9386,9142,14550.020407557982,3.0
9387,35059,30864.29008411519,3.0
9392,9308,11451.46215878153,5.0
9394,12519,15178.2259156902,1.0
9391,39123,44137.80277813143,1.0
9393,19036,19291.675344070572,2.0
9389,25384,22987.286535340845,4.0
9390,20800,25486.923777237873,3.0
9388,8440,10910.703244195887,1.0
9395,15482,15646.285702130226,2.0
9396,10150,11343.261366216786,1.0
9402,10857,12670.57403593299,1.0
9401,10265,10538.698636506368,5.0
9400,11218,10468.45758671618,3.0
9403,17544,20530.933612681198,1.0
9398,21665,22375.311089195704,2.0
9397,48378,48017.10887730596,4.0
9399,12654,11848.392037492536,3.0
9404,17398,16323.83398556911,4.0
9405,40422,37143.09323172693,1.0
9406,24136,26083.15232370713,4.0
9407,12029,13705.79854308327,3.0
9408,25435,26201.82825147925,1.0
9409,16492,15220.044327335827,1.0
9410,10609,12732.120223286805,5.0
9411,8223,6614.0514193069375,1.0
9412,15186,21644.413909991574,3.0
9413,15462,11798.224879552208,1.0
9414,10807,11725.598070652295,2.0
9415,5237,6330.2118715989345,1.0
9416,48952,50320.60254910553,4.0
9417,10282,13580.25703786407,5.0
9418,10222,10003.0320301902,1.0
9419,35603,35031.61599208241,2.0
9420,21066,23836.72119573833,1.0
9421,10840,10924.117379832489,2.0
9422,7013,8921.960816869,5.0
9423,12181,12517.369586598179,3.0
9430,12843,14445.612972113915,3.0
9429,16281,16265.169040243534,3.0
9428,9888,11516.204952471802,1.0
9427,11490,10112.87297668917,5.0
9426,36272,32329.247504789302,4.0
9425,14383,11487.22154687079,2.0
9424,15315,16067.855817023958,3.0
9431,17541,23062.335820808352,1.0
9432,11689,10960.27202719072,5.0
9433,50134,52784.64086670135,5.0
9434,12863,12440.512733869218,4.0
9435,24333,27448.13586925173,1.0
9436,9747,11364.837218313054,3.0
9437,13244,12316.418140218131,3.0
9438,8491,9059.9644952143,1.0
9439,16445,12013.745103672989,1.0
9441,7897,10690.639320388578,3.0
9440,36161,30645.262397494174,3.0
9442,10074,9462.88148686513,1.0
9443,10505,15609.13229745058,5.0
9444,9852,11880.257040909892,5.0
9445,38203,35712.16094965048,1.0
9446,16162,15864.579803739456,4.0
9447,18534,16760.99543636375,5.0
9448,16162,10800.605923401541,2.0
9450,28690,21265.384552744476,2.0
9449,19170,16548.37624642608,4.0
9457,7873,9649.468131999201,2.0
9456,5566,6555.003502730666,2.0
9455,9079,10326.370742633542,3.0
9451,14663,19144.43799956585,1.0
9453,11286,10288.411360698417,2.0
9452,52582,48963.6277464415,3.0
9458,11505,10571.371998879904,2.0
9454,23251,29286.66842348191,1.0
9459,19273,18248.289604598132,4.0
9465,32109,28666.817844373745,4.0
9466,8182,13117.326776338832,3.0
9463,9156,9726.17264788926,3.0
9464,14406,12377.30436562976,2.0
9461,12871,15727.5367370732,5.0
9460,12094,20999.0160499758,2.0
9462,20258,19562.87287881996,4.0
9467,40393,35547.40848537409,3.0
9468,16950,14146.95332880773,5.0
9475,8737,11981.4076756637,4.0
9477,15841,20462.13163998711,5.0
9476,20187,12141.547881368444,5.0
9474,13785,9030.305571412904,1.0
9472,23553,30246.14199618176,5.0
9471,12049,13260.38651149774,3.0
9470,57781,40282.289845303414,2.0
9469,12178,16523.503080073722,5.0
9473,12172,17255.242276603556,3.0
9483,37711,31243.76894950203,4.0
9485,16768,15548.000399461032,4.0
9484,10707,14758.861231685425,5.0
9482,15069,13930.508236073885,4.0
9486,11214,13648.889114025318,1.0
9480,17518,19530.309157978565,4.0
9479,41528,34814.10286423551,4.0
9478,9285,21680.23341152123,3.0
9481,24895,22645.08279649635,5.0
9493,9278,11215.80560473698,1.0
9492,9110,11813.861493805107,3.0
9495,20854,21881.690590414677,4.0
9491,13581,16336.15988017804,4.0
9494,14703,13513.175475510676,4.0
9489,17175,15237.116143815254,2.0
9487,16433,20763.172465497948,2.0
9490,33993,37898.679062148694,2.0
9488,62241,63012.84555393227,2.0
9985,25257,30778.60099002781,3.0
9986,24466,27783.16769008158,5.0
9987,20039,21624.85424850372,4.0
9988,20295,21555.938135661876,1.0
9989,18333,16314.808459752505,2.0
9990,57188,51032.06045005265,4.0
9991,18355,16883.546679150102,3.0
9992,10960,12517.377568965843,4.0
9993,18410,15952.696280720535,4.0
9999,13737,13145.839107518414,4.0
9998,15373,14152.834492219552,2.0
9997,17023,23432.909682376063,3.0
9994,11791,12603.389831937791,5.0
9995,12891,14266.190716653353,2.0
9996,11452,12540.04107790954,3.0
10000,18406,26504.113547895657,3.0
10001,40524,41343.59024344392,3.0
10002,14664,14949.20328787935,2.0
10008,18621,18972.45290990048,1.0
10009,14123,15502.225016373577,3.0
10007,16657,17936.860161139968,3.0
10006,14814,13628.544829448587,4.0
10005,11460,13456.910862354103,2.0
10004,39494,39491.28296085488,3.0
10003,16870,14722.736244062507,4.0
10010,11620,11716.132539114464,3.0
10011,27046,25209.710633267292,1.0
10012,13064,10310.983199090377,5.0
10013,31500,29663.118387078954,3.0
10014,12379,10398.13264517203,5.0
10015,7737,9421.401394563321,2.0
10016,9337,11352.285015846066,2.0
10017,10793,10287.95665924382,3.0
10018,10518,12614.32278424525,4.0
10020,27163,26136.704441014022,4.0
10019,10225,10685.197240770329,3.0
10021,8373,8566.919568171677,5.0
10022,21092,21058.23725240136,4.0
10023,16825,18192.280318868223,2.0
10024,18587,13620.864343806501,2.0
10025,10234,11833.07868739133,2.0
10026,18960,24063.518389727447,3.0
10027,45025,43462.4232205062,5.0
10028,15584,11988.261619371964,4.0
10029,13225,13236.440997226646,2.0
10034,10983,10647.316205826235,4.0
10035,11864,12223.162814150011,2.0
10033,32686,37798.303559993874,1.0
10031,19367,22120.249107076397,3.0
10030,6584,8232.227022679144,3.0
10032,7181,8259.16718609814,5.0
10036,35013,32268.634234299112,3.0
10037,21208,15775.516967849258,3.0
10038,17431,17419.759312217895,3.0
10039,22168,24257.807590945737,5.0
10040,50531,52009.24886237261,5.0
10041,9481,10434.693474504033,5.0
10042,10363,10676.87619325424,3.0
10043,11437,9601.495525735023,3.0
10044,12738,13359.639635142788,5.0
10045,8326,9567.273565969914,3.0
10047,14495,16167.179119269085,1.0
10046,17219,19103.07906689618,1.0
10048,15008,18537.21198468448,4.0
10049,20806,23577.278953891007,3.0
10050,6628,7246.061983869664,1.0
10051,11077,10164.60951670079,4.0
10052,9213,12360.144429659127,4.0
10053,41283,33316.948814753385,3.0
10054,10131,11877.876448270363,5.0
10055,21804,18766.474424061933,5.0
10056,36146,26465.87573543342,1.0
10064,33498,33602.49533681485,2.0
10063,13220,13903.784060590824,5.0
10065,20318,18028.020170749594,1.0
10062,22236,20224.47643116386,1.0
10059,13481,14544.417679743981,5.0
10060,30436,31339.753439659144,4.0
10058,16279,14699.005276604765,1.0
10057,57440,52516.070271353005,4.0
10061,14146,15302.680176425863,2.0
10073,23142,27326.328969555263,5.0
10072,14983,16988.36840758699,3.0
10071,33162,30940.74098210498,1.0
10070,13344,17670.704397478192,4.0
10074,11969,14498.074923700618,1.0
10068,39507,33306.76421520693,1.0
10067,20224,17691.40920674398,5.0
10066,4458,5237.660310369489,1.0
10069,18223,16417.72420942746,5.0
10075,19074,23673.906957840412,3.0
10076,13636,13392.22856295064,1.0
10077,12197,15038.69228238392,2.0
10078,9374,8932.572745215264,1.0
10079,13259,15073.097225504262,3.0
10080,21821,24201.311611418496,5.0
10081,12686,13652.542599399174,5.0
10082,7769,9121.256895199458,3.0
10083,55258,53150.0805484415,1.0
10089,10983,11722.998346224496,2.0
10090,12422,11618.865245439209,2.0
10088,9466,7986.5876068573525,4.0
10087,15371,18640.732349000136,2.0
10086,34347,28336.07710813212,3.0
10085,38268,37605.98084858336,4.0
10084,13765,16114.072049218714,2.0
10091,12149,12117.563776055013,5.0
10092,25811,26205.618104509416,4.0
10093,4935,6665.000653296371,2.0
10094,22679,24087.485720573182,3.0
10095,9173,12221.144562980928,3.0
10096,10081,13271.654705520674,2.0
10097,14405,17249.773292380058,1.0
10098,10514,14212.83390983292,4.0
10101,11734,12331.968344749941,2.0
10100,14033,18748.521152544883,3.0
10099,51829,50613.405096892166,4.0
10102,12730,10484.325593633772,2.0
10103,19752,15966.703164846132,3.0
10104,38667,37824.78164291925,3.0
10105,21804,20008.903897024255,1.0
10106,23028,23237.14009415512,5.0
10107,21190,21961.03623235332,5.0
10108,11389,12589.130907500716,2.0
10109,15322,14830.392083587465,1.0
10117,13605,18389.912257556647,5.0
10116,16795,9604.553817970498,5.0
10115,20473,16252.37142113569,4.0
10114,10524,16388.62333484493,3.0
10111,13966,10301.2963607969,5.0
10112,15244,15703.151475526118,1.0
10113,15078,15776.669050149167,2.0
10118,13229,12051.873146275651,5.0
10119,38439,40283.0501629106,2.0
10128,15508,13920.242469284476,5.0
10127,6037,11662.48788285223,3.0
10126,9416,11009.130135557298,2.0
10124,36182,35442.49538026498,5.0
10125,9292,8328.88312266039,3.0
10122,17264,16921.217705926087,4.0
10121,10273,11437.766145179543,1.0
10120,16709,18086.692256527833,5.0
10123,13956,12273.82476079697,5.0
10134,15640,18806.294143982286,5.0
10129,20300,19668.80542491429,4.0
10130,16614,18151.64231900655,5.0
10131,15069,13402.425168407937,2.0
10132,7232,7978.6119542604865,4.0
10133,11298,10912.355385478488,3.0
10135,10362,13696.34022645979,1.0
10136,10051,13090.726396147464,2.0
10137,14317,15287.777947875724,1.0
10138,10264,12679.669106221158,3.0
10139,43117,13733.519712055257,2.0
10140,15712,18788.042579385015,3.0
10141,10049,13421.135031366452,2.0
10142,11489,11904.70973593673,5.0
10143,40858,38701.22787484803,2.0
10144,17299,15794.731114565291,4.0
10145,35072,32680.26893856723,1.0
10146,20315,23223.88313689329,4.0
10110,38682,37131.3166679054,4.0
10153,12624,12850.108218636236,5.0
10152,18112,19268.75018261926,5.0
10151,15047,14448.741857758321,2.0
10148,16070,16415.02679209022,5.0
10149,20689,23007.527584260133,2.0
10147,47359,45301.791464955066,3.0
10150,53916,31973.614071273918,2.0
10154,14316,14161.03068034632,5.0
10155,12595,13131.85849883639,5.0
10162,14854,11809.246438515884,2.0
10164,20391,17617.857659540226,2.0
10163,20982,23517.26121090953,4.0
10161,42015,33458.180200202245,1.0
10160,5606,3435.376814732217,4.0
10159,18095,19162.714414107537,1.0
10158,10636,7469.139381427947,2.0
10157,6440,8221.512233778361,3.0
10156,19600,12719.518104026462,2.0
10165,16718,14445.32841857778,2.0
10166,25373,24535.367987127218,3.0
10167,8426,12181.731124934675,1.0
10168,36756,30867.16451863932,3.0
10169,19073,15140.732688349499,1.0
10170,15703,15006.028036340394,5.0
10171,10402,11137.395204826069,4.0
10173,9116,14100.056633173637,1.0
10172,13889,11761.6510190785,4.0
10174,15957,21157.382795649697,2.0
10175,46951,47090.55371161328,4.0
10176,10801,11783.235317619827,2.0
10177,19789,19835.500377906745,2.0
10178,12757,12047.455877540611,4.0
10179,10804,10533.741546748179,3.0
10180,17910,17292.16966926726,5.0
10181,19007,28421.446600011095,1.0
10182,39912,40020.304340899675,2.0
10189,16152,13740.275623755715,1.0
10188,14167,13200.244808453286,1.0
10191,7122,8627.628955221146,2.0
10187,9038,10254.617421796689,1.0
10190,20067,17265.529726766727,3.0
10185,13185,11048.009232012853,4.0
10183,6149,7123.244480922467,5.0
10186,10828,9680.833521835797,2.0
10184,10447,8593.213616701147,2.0
10192,14856,18453.82130513348,3.0
10193,49810,48069.555286518196,3.0
10194,23968,23926.31260768162,4.0
10195,6341,8219.70465291675,1.0
10196,40488,38496.803312263015,3.0
10197,33678,26899.237792598862,4.0
10198,18425,16000.632768728998,5.0
10199,23569,25298.456220082302,2.0
10200,14830,16097.526079607174,3.0
10207,22675,20245.947335534416,2.0
10206,13949,14381.492575894365,4.0
10205,18108,15245.071126379033,4.0
10201,8432,11341.368530665732,2.0
10203,15535,14662.051013790568,5.0
10202,13272,13546.190685276215,3.0
10204,13835,19912.620629043242,5.0
10208,40574,40803.80121849464,4.0
10209,19419,20127.153443589224,3.0
10214,7793,12022.602495990786,3.0
10212,48166,38482.198891051914,4.0
10215,21371,17981.05660571389,1.0
10213,11606,11496.276450428446,3.0
10210,14812,15668.245178270226,2.0
10211,8449,10156.906193153784,4.0
10216,30363,28208.159045443444,1.0
10217,15797,14071.71359304055,1.0
10218,10648,11843.183924344972,5.0
10219,7553,8830.592441875475,2.0
10220,10752,12329.132847776074,2.0
10221,12923,22707.883584434476,2.0
10222,9097,13695.982923010093,3.0
10223,12163,14001.543604169849,3.0
10227,15346,12721.65733950158,3.0
10226,47755,44371.93696648712,2.0
10224,13492,14699.308291148494,5.0
10225,13438,11556.894763135564,4.0
10228,10503,13212.594936417621,2.0
10229,10640,14175.930926710356,2.0
10230,21939,28190.858589682473,4.0
10231,14037,11202.12880434839,1.0
10232,38507,33965.36523208846,2.0
10233,14831,15288.433050621361,5.0
10234,9363,11755.799070493573,1.0
10235,18511,23462.317674800932,3.0
10236,14208,18016.651870669582,5.0
10243,14671,14665.16270359768,4.0
10242,12318,12543.047245422611,2.0
10241,25961,23998.51830242465,2.0
10240,25082,25446.30555288604,5.0
10238,16756,20775.011586226334,2.0
10239,14440,15802.598356016344,5.0
10237,11038,10536.541355049845,3.0
10244,18025,18684.35585336412,3.0
10245,16071,14895.150144807089,4.0
10246,8036,11474.28336198158,5.0
10247,8947,6214.020757917915,3.0
10248,4114,4493.378657837646,4.0
10249,9056,9205.038975553303,5.0
10250,34446,35700.3624985551,1.0
10251,15898,14870.896523748183,1.0
10252,9680,12528.562436944827,4.0
10254,30494,31489.5654872069,1.0
10253,52314,45810.749233048184,4.0
10260,11236,11657.349950302674,1.0
10259,20044,18526.077167264644,4.0
10258,17529,18838.29747433031,4.0
10255,8990,10556.423879193626,3.0
10256,21109,25190.428926885128,4.0
10257,37851,35474.8707408863,3.0
10261,16508,15040.387864954811,2.0
10262,11752,5671.033342936733,5.0
10263,23355,25081.261470353013,5.0
10269,15151,10699.285004421128,1.0
10271,13555,14195.821201481453,4.0
10270,13172,12981.22599557394,5.0
10272,27811,18564.143858604286,3.0
10267,30157,32838.51649078329,2.0
10266,15678,15255.646826743674,3.0
10265,56368,61303.64016536867,3.0
10264,18887,19559.913382881543,5.0
10268,7751,21173.224700585688,4.0
10280,20109,18798.180237025445,1.0
10279,16370,14636.109581765159,5.0
10278,18577,16451.806167600356,1.0
10277,24956,30815.731803506053,4.0
10281,23381,19609.30954160805,3.0
10275,20749,27926.578524321027,5.0
10274,11021,11717.798074654693,5.0
10273,62123,64409.56187579371,3.0
10276,16813,18315.11378080026,5.0
10282,31384,24178.25287935731,1.0
10283,11268,13022.572755425217,3.0
10284,15341,16195.438815047657,4.0
10285,46697,33253.81996293526,1.0
10286,14777,13733.37502488721,5.0
10287,37430,37391.840288488944,3.0
10288,13923,12681.87166618355,4.0
10289,20687,16304.45801755727,1.0
10290,14173,20276.432554553267,3.0
10807,19054,16990.313919852575,2.0
10808,28152,20735.40870920919,2.0
10806,26102,22572.03413659476,1.0
10803,18093,22760.502307918454,3.0
10804,24390,27872.051293347547,4.0
10805,61246,41377.21777245714,1.0
10809,11210,13715.703738013573,5.0
10810,21020,23851.100260891013,2.0
10811,12505,12028.088483428386,4.0
10812,18263,19646.26616194736,2.0
10813,54482,47275.07993071236,4.0
10814,25560,26981.37509657831,1.0
10815,16066,15166.657897351899,2.0
10816,25225,21965.264308182934,1.0
10817,35083,32418.643625020602,1.0
10818,14566,14658.434658789049,4.0
10820,18934,26881.42610152016,3.0
10819,14982,13126.012519465065,1.0
10821,13855,12982.933598297612,2.0
10822,13693,16773.571211005463,5.0
10823,19233,23918.766908935508,1.0
10824,17658,14577.887843038974,2.0
10825,22901,19821.055616011647,3.0
10826,46962,33116.38163700896,3.0
10827,10048,8143.796696993635,1.0
10828,8764,11287.495102121105,2.0
10829,10043,12097.952043368856,2.0
10836,15223,14819.759104118213,5.0
10838,17651,18310.043793460107,1.0
10837,8192,7920.413967071301,2.0
10835,22740,27894.350585274973,4.0
10830,14377,12798.799849460069,5.0
10833,9087,8404.151038212483,1.0
10832,8694,8937.639426660126,2.0
10831,7591,5552.2871960080465,4.0
10834,11670,8679.863396325296,4.0
10845,14753,15229.669027377751,5.0
10843,19193,24526.594061859036,1.0
10842,20180,22186.96837775039,3.0
10844,16219,14804.236652699268,3.0
10840,27866,24131.537896649348,2.0
10839,6450,6910.674503613789,3.0
10841,17257,16843.837561148714,2.0
10846,9585,10340.560192036595,3.0
10847,8150,12701.761878894125,3.0
10853,16977,18468.334521464596,1.0
10848,15240,13484.576657133792,5.0
10849,20026,23315.14534186957,3.0
10850,14167,13115.789054619072,4.0
10851,11091,10543.76878065721,1.0
10852,22503,17048.963021444022,5.0
10856,13321,13306.93394516002,2.0
10855,54450,48126.967737223924,3.0
10854,14109,11985.724870857843,5.0
10857,12214,12581.146752852845,1.0
10858,17292,20244.06525870736,3.0
10859,22283,25988.985687709872,2.0
10860,27115,28054.961718665592,3.0
10861,11126,10961.469621185499,1.0
10862,8525,10649.432734736536,5.0
10863,19763,21755.771260835245,1.0
10864,50997,45999.01427745231,5.0
10865,11229,10510.609935297016,4.0
10872,14426,14218.81314607189,2.0
10871,13083,10091.967010891993,4.0
10870,19680,16527.695051819257,1.0
10866,14145,12133.326673155254,4.0
10868,11997,10286.770001031155,5.0
10867,13055,12774.22385126835,5.0
10869,16433,19514.936295996027,3.0
10873,11884,14973.04282054065,2.0
10874,19014,18736.738162854384,2.0
10880,20220,24305.17046387455,5.0
10881,15061,14786.451365085299,3.0
10878,48031,44751.6730109543,5.0
10879,20283,25289.307543525847,5.0
10876,11642,11996.82802231157,2.0
10875,11012,13352.250047063859,3.0
10877,35788,34012.71131757469,4.0
10882,10221,10281.597536537176,5.0
10883,10081,10560.035058519126,4.0
10891,20280,23072.968504704248,1.0
10892,23088,21246.72329713107,5.0
10890,20330,20540.062203676345,3.0
10888,21798,20307.744013067164,5.0
10889,14103,14723.024801748106,2.0
10886,12104,12894.721449791094,2.0
10885,19273,18682.77330902032,2.0
10884,12467,11074.35632654637,1.0
10887,34436,28153.859064922086,4.0
10899,52008,50589.29139069753,2.0
10893,16508,15539.206517091297,4.0
10894,13602,14198.66455938304,2.0
10895,9398,10194.591248827837,3.0
10896,36403,35005.26758574367,4.0
10897,30825,33442.680732570254,3.0
10898,27988,29420.5573622682,2.0
10906,17122,23673.983501492025,4.0
10905,10178,9366.66945651461,1.0
10908,7353,10282.145012276897,3.0
10904,6399,6612.352483478529,2.0
10907,33657,32358.641504374413,4.0
10902,20335,21429.83806738953,5.0
10903,16771,16901.16588605259,3.0
10909,16195,16803.111553494055,5.0
10910,20773,17035.894951800317,3.0
10917,14235,15593.482939260144,1.0
10911,16631,15654.789116280072,2.0
10912,57050,54755.530247888266,2.0
10913,10958,12518.637499132601,4.0
10914,10903,9730.075039613705,5.0
10915,20361,15121.817112720284,2.0
10916,11616,11381.60638552601,1.0
10919,9117,11302.178611951334,5.0
10918,11426,13525.15969436291,2.0
10901,15840,13363.403122943917,1.0
10900,8286,9196.290322561888,5.0
10920,6979,10776.777465910262,1.0
10921,17099,14517.51310519514,2.0
10922,40029,37443.06935702857,5.0
10923,36785,34300.2977912448,5.0
10924,27549,21437.580454979125,4.0
10925,18215,15597.024217559134,5.0
10926,18733,18323.17313563355,4.0
10927,27976,27135.383717463024,5.0
10928,14039,14286.92780557404,3.0
10933,18479,25880.914423060138,1.0
10934,9172,10640.283510821379,2.0
10932,37529,38144.25524890936,3.0
10931,49218,49257.1971770638,1.0
10930,10069,16733.037493791307,3.0
10929,10282,10504.979880401635,5.0
10935,10726,12107.069787111704,3.0
10936,17993,19426.27170938736,5.0
10937,12533,9713.742373256693,5.0
10938,8060,10880.522225940065,4.0
10939,14164,13551.519071459832,2.0
10940,28214,27397.871198885106,2.0
10941,11061,10045.334979447722,5.0
10942,11717,15547.117449594216,3.0
10943,20138,17429.198729480697,1.0
10946,12294,12905.919771268902,3.0
10945,12494,11232.139965729868,3.0
10944,16561,19102.489393146418,2.0
10947,9512,6999.501992606298,3.0
10948,15081,12772.230891484298,3.0
10949,9524,10195.259079334603,1.0
10950,27701,29284.627174504,4.0
10951,30711,33083.97036595587,4.0
10952,7474,7068.952026724586,3.0
10953,14131,13088.918397409609,4.0
10954,8216,12526.838305886482,5.0
10955,35080,44016.66950098915,4.0
10961,17025,12745.816233338663,3.0
10960,34752,29695.410000498923,5.0
10959,15450,16626.2572426987,1.0
10956,12222,10702.619419111852,2.0
10957,11171,13795.418742374113,2.0
10958,19355,18893.121347603763,4.0
10962,51168,47293.071895928704,1.0
10963,9578,11987.03019626607,2.0
10964,14062,11106.11942461635,1.0
10965,9027,10974.083957539504,4.0
