id,attendance,catboost_prediction,fold
10002,14664,16553.428818610657,3.0
10003,16870,14649.235029826641,1.0
10004,39494,41962.896880258166,1.0
10005,11460,12555.659412858287,4.0
10006,14814,13370.752562541478,4.0
10007,16657,21658.124355613207,3.0
10008,18621,12734.977629569741,4.0
10009,14123,14840.489183195477,5.0
10010,11620,11568.084279466686,1.0
10011,27046,23550.792849514437,1.0
10012,13064,9539.125798584426,4.0
10013,31500,31710.898639795778,4.0
10014,12379,10465.089313932636,5.0
10015,7737,7942.820897210933,4.0
10016,9337,11946.208131744843,5.0
10017,10793,10536.76921229417,4.0
10018,10518,13040.298183736919,3.0
10019,10225,8615.093282669188,2.0
10020,27163,26581.32793812012,4.0
10021,8373,9043.314652484989,2.0
10022,21092,22599.051859858446,1.0
10023,16825,17013.8092465273,3.0
10024,18587,14511.003516293003,4.0
10025,10234,14156.221014020364,1.0
10026,18960,21623.940157285553,2.0
10027,45025,39993.15084895321,3.0
10028,15584,12292.62816475903,2.0
10029,13225,14695.371009721353,2.0
10030,6584,8894.77257074831,2.0
10031,19367,19195.09839134438,3.0
10032,7181,9431.490912956724,2.0
10033,32686,34604.08894693786,1.0
10034,10983,10393.057694482446,4.0
10035,11864,12344.71413424729,5.0
10036,35013,27143.908726845926,4.0
10037,21208,16491.902704591663,1.0
10038,17431,19370.931817153512,4.0
10039,22168,24841.511269058465,2.0
10040,50531,50069.858443219,2.0
10041,9481,10525.674233605267,4.0
10042,10363,10213.360719563143,4.0
10043,11437,9269.167020493178,4.0
10044,12738,15023.150434563746,2.0
10045,8326,10944.83303510446,2.0
10046,17219,20288.555957433542,2.0
10047,14495,14225.977104859227,1.0
10048,15008,14523.78337984742,5.0
10049,20806,24142.292625272763,1.0
10050,6628,8429.87025841342,1.0
10051,11077,10215.454999062295,4.0
10052,9213,10827.346869955712,4.0
10053,41283,34802.29066704737,3.0
10054,10131,10634.671083442681,4.0
10055,21804,17535.561823541735,3.0
10056,36146,28325.541607026127,3.0
10057,57440,52641.48176441803,5.0
10058,16279,14673.290578856917,5.0
10059,13481,13065.545907681775,3.0
10060,30436,35951.76063239864,2.0
10061,14146,13678.620381343313,3.0
10062,22236,17511.919651849134,3.0
10063,13220,14433.28218094533,4.0
10064,33498,30301.3344357815,4.0
10065,20318,15236.405044164474,3.0
10066,4458,7923.736872280522,1.0
10067,20224,16274.838417505161,4.0
10068,39507,32114.802379497756,4.0
10069,18223,13493.928193508482,4.0
10070,13344,19259.341014337584,5.0
10071,33162,32704.366315577736,5.0
10072,14983,18784.448546532647,1.0
10073,23142,24897.658360320012,3.0
10074,11969,13437.730745689314,5.0
10075,19074,25047.418767416533,5.0
10076,13636,13923.085355286514,5.0
10077,12197,12737.995811753604,3.0
10078,9374,9160.925267702214,5.0
10079,13259,17453.202626046288,5.0
10080,21821,23871.93884052668,4.0
10081,12686,13475.705750797326,1.0
10082,7769,11801.225879731024,5.0
10083,55258,54126.88266015863,4.0
10084,13765,13679.941192335036,4.0
10085,38268,37750.40739188334,2.0
10086,34347,29217.604005583096,2.0
10087,15371,17863.756320844972,1.0
10088,9466,8207.97805783447,3.0
10089,10983,11521.184307374468,1.0
10090,12422,11404.636007005407,1.0
10091,12149,11722.981684722508,5.0
10092,25811,27640.676395809598,3.0
10093,4935,5590.2241981691495,1.0
10094,22679,25083.366056714694,2.0
10095,9173,10322.319506279357,1.0
10096,10081,15593.880683999045,5.0
10097,14405,17727.99652559477,5.0
10098,10514,13535.41769199401,4.0
10099,51829,49374.502678908786,2.0
10100,14033,16611.116678002927,3.0
10101,11734,11914.526812766455,2.0
10102,12730,9642.081772937527,1.0
10103,19752,17629.491259857827,2.0
10104,38667,34623.31946611982,3.0
10105,21804,20994.948146938237,3.0
10106,23028,22942.935039535398,3.0
10107,21190,21669.281302395997,4.0
10108,11389,12712.97113585934,3.0
10109,15322,15702.224276481938,1.0
10110,38682,39731.643758401115,3.0
10111,13966,10412.862236149871,1.0
10112,15244,16597.11403870264,1.0
10113,15078,15842.233269286564,4.0
10114,10524,16658.265559965395,2.0
10115,20473,17884.290969992646,2.0
10116,16795,10347.070687064523,4.0
10117,13605,17675.23565372748,1.0
10118,13229,13034.493872908612,1.0
10119,38439,38645.54405186167,2.0
10120,16709,17505.857561248904,4.0
10121,10273,10454.756962930598,1.0
10122,17264,18557.678351768376,1.0
10123,13956,12557.748446102221,3.0
10124,36182,31196.429899271527,2.0
10125,9292,7861.459239745242,4.0
10126,9416,10544.171293727253,3.0
10127,6037,9880.559623024401,4.0
10128,15508,12246.138177205285,1.0
10129,20300,19296.602712987496,1.0
10130,16614,16350.027751967074,4.0
10131,15069,13185.288293661371,5.0
10132,7232,7295.578847218272,3.0
10133,11298,12390.63425113611,4.0
10134,15640,15533.480802895156,5.0
10135,10362,13819.700819538797,2.0
10136,10051,11465.495947515345,1.0
10137,14317,18170.974549724517,3.0
10138,10264,10768.114562772094,5.0
10139,43117,12963.192343574257,2.0
10140,15712,18748.193098815904,1.0
10141,10049,13064.757295275944,2.0
10142,11489,11397.518731434706,1.0
10143,40858,37636.3343643703,2.0
10144,17299,16868.377443447393,2.0
10145,35072,34223.98579140222,5.0
10146,20315,22133.079114406224,4.0
10147,47359,42762.88998952946,2.0
10148,16070,15562.029254188245,5.0
10149,20689,24627.33936028051,4.0
10150,53916,23366.520994584364,1.0
10151,15047,14558.982913874714,2.0
10152,18112,16491.520289177435,4.0
10153,12624,12432.210442541367,5.0
10154,14316,12685.293840364648,4.0
10155,12595,15357.55456907453,3.0
10156,19600,13742.72271999843,4.0
10157,6440,10368.774945183022,1.0
10158,10636,9280.258235939986,1.0
10159,18095,18431.03332731934,2.0
10160,5606,5575.0667671069,4.0
10161,42015,31766.20685594419,2.0
10162,14854,13675.568389554857,3.0
10163,20982,22707.128384328542,4.0
10164,20391,15066.087777889383,1.0
10165,16718,13409.880360311627,1.0
10166,25373,26274.291610537803,5.0
10167,8426,11555.733400841797,5.0
10168,36756,31747.87809960414,3.0
10169,19073,15621.302072549614,2.0
10170,15703,15918.591947299281,3.0
10171,10402,11732.816961755369,5.0
10172,13889,13985.473613941027,2.0
10173,9116,13759.872526472802,3.0
10174,15957,18919.227919622495,1.0
10175,46951,47009.74213366204,5.0
10176,10801,11374.931696634183,2.0
10177,19789,20707.41121176597,2.0
10178,12757,11239.69316404068,5.0
10179,10804,13536.271979370122,3.0
10180,17910,17192.685047929946,1.0
10181,19007,27388.484094785388,5.0
10182,39912,34576.523719950026,3.0
10183,6149,6840.395754778689,5.0
10184,10447,10165.205521705575,3.0
10185,13185,12169.123078335058,1.0
10186,10828,9544.315356047355,1.0
10187,9038,9886.362697407883,2.0
10188,14167,12574.17296013245,2.0
10189,16152,13790.919790012927,5.0
10190,20067,16116.516924753247,1.0
10191,7122,8371.752002535874,5.0
10192,14856,19424.536283035803,4.0
10193,49810,43396.5870712108,3.0
10194,23968,27955.9212673163,5.0
10195,6341,8484.278652615576,4.0
10196,40488,36776.1271281865,4.0
10197,33678,27601.943462830775,2.0
10198,18425,15593.380168491745,3.0
10199,23569,25680.58224304956,4.0
10200,14830,17317.377974773368,2.0
10201,8432,11378.622955542494,2.0
10202,13272,13673.588247123313,4.0
10203,15535,16310.218667450808,5.0
10204,13835,17294.70352427741,4.0
10205,18108,13678.852374446029,3.0
10206,13949,14545.735355334897,1.0
10207,22675,22165.625203622476,1.0
10208,40574,35162.207489685694,3.0
10209,19419,20292.794845901815,2.0
10210,14812,16196.866028170174,4.0
10211,8449,10679.717888177718,1.0
10212,48166,38845.40668462381,2.0
10213,11606,10298.775559483605,3.0
10214,7793,12199.856639496858,2.0
10215,21371,18766.127516187462,4.0
10216,30363,27123.025436060474,5.0
10217,15797,14912.931967581131,1.0
10218,10648,12682.328701207054,4.0
10219,7553,10366.650900540464,5.0
10220,10752,12748.23663751311,4.0
10221,12923,20919.48555516778,2.0
10222,9097,13048.989661547044,2.0
10223,12163,14661.123236575635,1.0
10224,13492,16960.335385323317,3.0
10225,13438,13300.518162547423,5.0
10226,47755,43310.70994061425,1.0
10227,15346,12578.429734511197,3.0
10228,10503,14885.309092674055,2.0
10229,10640,11880.361495184985,5.0
10230,21939,28023.36029726707,1.0
10231,14037,9777.010376669425,3.0
10232,38507,32592.03581811693,2.0
10233,14831,14435.339932568606,1.0
10234,9363,12857.198828651799,1.0
10235,18511,21792.961986258448,3.0
10236,14208,18005.556644768174,1.0
10237,11038,10305.111332786959,4.0
10238,16756,18786.75112570299,5.0
10239,14440,16519.4315368432,2.0
10240,25082,28308.41772652563,2.0
10241,25961,19891.000393288832,5.0
10242,12318,12767.389140039315,5.0
10243,14671,15957.088864391115,1.0
10244,18025,20768.748145029964,2.0
10245,16071,15710.895508473346,4.0
10246,8036,14256.956651474886,1.0
10247,8947,7624.004551482629,1.0
10248,4114,5479.182759104389,5.0
10249,9056,9055.230459720859,3.0
10250,34446,33335.053563457695,3.0
10251,15898,15613.857188389098,1.0
10252,9680,13449.128186919552,2.0
10253,52314,52097.635804759004,5.0
10254,30494,30449.78071263304,3.0
10255,8990,10101.309672860061,3.0
10256,21109,22952.513114983325,4.0
10257,37851,35617.09124402545,1.0
10258,17529,20732.373850711716,3.0
10259,20044,19542.131529881364,5.0
10260,11236,11214.727491458432,1.0
10261,16508,16230.909003346005,2.0
10262,11752,6005.6459368909655,3.0
10263,23355,24442.743801301454,3.0
10264,18887,17623.011087554096,3.0
10265,56368,55648.20465470466,5.0
10266,15678,16028.201908722185,4.0
10267,30157,32010.026951876927,3.0
10268,7751,14893.310356528375,2.0
10269,15151,11975.611095115491,3.0
10270,13172,12549.66335862537,3.0
10271,13555,13141.160449620613,4.0
10272,27811,19243.031366337083,2.0
10273,62123,64551.10751050169,1.0
10274,11021,11577.457079587384,5.0
10275,20749,32064.382376934245,1.0
10276,16813,20324.245173330863,2.0
10277,24956,32320.398274902094,1.0
10278,18577,16499.223115064502,1.0
10279,16370,17415.231882085503,5.0
10280,20109,19460.783578155333,2.0
10281,23381,20811.715422876136,1.0
10282,31384,20681.83633792325,4.0
10283,11268,11757.381747336953,2.0
10284,15341,16658.04965556868,1.0
10285,46697,37516.700899985895,5.0
10286,14777,13548.971634575024,3.0
10287,37430,37279.884832499636,5.0
10288,13923,12866.865442070797,4.0
10289,20687,15829.21918033099,1.0
10290,14173,20515.00035385907,1.0
10803,18093,20433.94513898301,1.0
10804,24390,27135.538473583852,2.0
10805,61246,39768.25818497944,4.0
10806,26102,23979.37463037496,4.0
10807,19054,18223.660983593338,5.0
10808,28152,23737.199466276783,2.0
10809,11210,14271.97131803165,2.0
10810,21020,24129.932938813457,4.0
10811,12505,11933.359962147024,2.0
10812,18263,17253.722111948126,1.0
10813,54482,54237.68968287,4.0
10814,25560,27090.155670622902,5.0
10815,16066,14794.435172417932,4.0
10816,25225,22878.984938899917,5.0
10817,35083,35201.17455669535,2.0
10818,14566,14552.922128275455,5.0
10819,14982,13315.450571341546,4.0
10820,18934,28738.244738746333,3.0
10821,13855,12585.746872513162,2.0
10822,13693,15938.725718430553,1.0
10823,19233,23193.85841546949,2.0
10824,17658,16643.842633387063,5.0
10825,22901,18861.96334169008,3.0
10826,46962,41645.23135440175,5.0
10827,10048,6691.820205216909,3.0
10828,8764,8293.60934427118,2.0
10829,10043,10607.562388012779,4.0
10830,14377,9686.250593993935,5.0
10831,7591,5601.74727070844,5.0
10832,8694,7909.043888517557,5.0
10833,9087,9393.544716093378,1.0
10834,11670,8548.81947863312,2.0
10835,22740,30767.472814046923,2.0
10836,15223,18647.47317675478,4.0
10837,8192,6445.330732623457,5.0
10838,17651,16458.540362295837,2.0
10839,6450,7147.574271591793,5.0
10840,27866,27087.389777704557,2.0
10841,17257,17405.09495343495,2.0
10842,20180,20757.53701553412,2.0
10843,19193,19350.33298419672,5.0
10844,16219,16357.324003999965,4.0
10845,14753,16201.286523082483,1.0
10846,9585,8626.349094392916,2.0
10847,8150,11979.042623799276,5.0
10848,15240,12566.706779930344,1.0
10849,20026,19405.670415252865,5.0
10850,14167,13958.376417692238,5.0
10851,11091,10489.884209535718,2.0
10852,22503,13142.249412164243,4.0
10853,16977,17522.521059348768,2.0
10854,14109,10648.827587767373,5.0
10855,54450,45487.920159901274,2.0
10856,13321,15773.717917796444,1.0
10857,12214,11022.097891712412,4.0
10858,17292,19658.599373778743,4.0
10859,22283,27366.71611380128,3.0
10860,27115,30918.933278538843,2.0
10861,11126,10350.57019609597,1.0
10862,8525,7668.075342804794,4.0
10863,19763,21129.817453749223,3.0
10864,50997,40810.087872188175,4.0
10865,11229,10524.946712102328,3.0
10866,14145,13174.693087496642,5.0
10867,13055,13482.145554978695,2.0
10868,11997,12792.751330590789,2.0
10869,16433,19495.855692279456,1.0
10870,19680,19047.972156344505,1.0
10871,13083,10966.525250219549,1.0
10872,14426,14279.06655126468,5.0
10873,11884,12394.933316950192,2.0
10874,19014,18379.199765648802,5.0
10875,11012,11846.597629837937,5.0
10876,11642,11834.794122652747,2.0
10877,35788,34141.911094798554,3.0
10878,48031,45707.42164062863,2.0
10879,20283,26080.387334348554,4.0
10880,20220,23233.719926586313,4.0
10881,15061,13119.130588069695,3.0
10882,10221,11190.92944810967,1.0
10883,10081,10624.517567109662,4.0
10884,12467,12226.0362859338,1.0
10885,19273,18478.152169363886,3.0
10886,12104,12440.445586286372,2.0
10887,34436,27239.349315862433,3.0
10888,21798,23186.221736731637,3.0
10889,14103,13758.761034044182,5.0
10890,20330,20256.12341055834,5.0
10891,20280,23058.995475549433,2.0
10892,23088,22639.825340040596,4.0
10893,16508,16341.73315164762,5.0
10894,13602,13866.602577128557,5.0
10895,9398,12691.525241986055,3.0
10896,36403,37458.15716646235,1.0
10897,30825,29545.54862605295,4.0
10898,27988,25113.079725993288,2.0
10899,52008,49385.501612648935,4.0
10900,8286,11444.01721482054,5.0
10901,15840,11908.908668852295,4.0
10902,20335,20610.849301145434,4.0
10903,16771,14108.00985327024,1.0
10904,6399,6960.21644237653,5.0
10905,10178,10859.875662158964,2.0
10906,17122,22008.09529159464,3.0
10907,33657,31656.595938951978,4.0
10908,7353,9126.344779835877,5.0
10909,16195,18150.153164336247,1.0
10910,20773,19398.10365223209,2.0
10911,16631,14295.501953540204,3.0
10912,57050,54509.58059948774,3.0
10913,10958,11942.039558264125,4.0
10914,10903,8930.457008594949,4.0
10915,20361,15018.011653166215,4.0
10916,11616,12537.680222268034,4.0
10917,14235,15075.874352572711,4.0
10918,11426,15022.865670782467,2.0
10919,9117,12728.589455674912,5.0
10920,6979,11242.395364013188,1.0
10921,17099,14756.799485485299,4.0
10922,40029,37211.8428820708,3.0
10923,36785,33835.4880036976,5.0
10924,27549,23690.084381849014,3.0
10925,18215,13248.595320551603,1.0
10926,18733,18479.84597552862,4.0
10927,27976,26113.68815571435,2.0
10928,14039,14109.411819695237,3.0
10929,10282,10057.163850106523,3.0
10930,10069,13095.188533853401,4.0
10931,49218,47090.55071002348,5.0
10932,37529,36279.57548440262,2.0
10933,18479,27656.011786671897,1.0
10934,9172,11629.253732081703,3.0
10935,10726,11386.142347138779,2.0
10936,17993,19065.231419533797,4.0
10937,12533,10062.215676490468,1.0
10938,8060,13315.80263389605,5.0
10939,14164,15091.50089862111,2.0
10940,28214,25103.18587195039,3.0
10941,11061,9838.654208213282,5.0
10942,11717,12591.013590191262,3.0
10943,20138,19057.12907520277,3.0
10944,16561,19236.850391160086,5.0
10945,12494,13310.42074841019,3.0
10946,12294,14397.576553158064,1.0
10947,9512,5561.9520051638265,2.0
10948,15081,11796.34892004734,4.0
10949,9524,10028.387683008097,4.0
10950,27701,30232.043509957097,1.0
10951,30711,27079.788117800876,4.0
10952,7474,6988.535419501975,1.0
10953,14131,15994.428164433644,4.0
10954,8216,11364.368472440096,5.0
10955,35080,45327.040626180096,1.0
10956,12222,10293.497859629224,1.0
10957,11171,13750.443944394632,5.0
10958,19355,19487.752890163407,2.0
10959,15450,16481.02004750471,4.0
10960,34752,32209.114954489676,5.0
10961,17025,14452.56736552347,4.0
10962,51168,45675.78259007474,3.0
10963,9578,10587.445860586291,2.0
10964,14062,10548.757702555442,5.0
10965,9027,10908.270617568662,4.0
