id,attendance,lightgbm_prediction,fold
9365,16177,16259.457480337778,1.0
9366,23386,28295.32701366698,1.0
9367,17738,12724.896637741522,1.0
9368,17556,15725.749805373818,1.0
9369,8886,12226.56761146788,1.0
9370,11433,11651.67757293441,5.0
9371,9457,14281.426946034164,4.0
9372,4873,8223.574357115784,4.0
9373,21041,20102.72430733986,1.0
9374,12384,8870.899510833016,1.0
9375,9249,10670.730651190583,3.0
9376,13979,12708.06755634215,5.0
9377,9513,13515.779806207796,4.0
9378,27843,21390.975971496642,1.0
9379,22769,32881.16028022521,5.0
9380,9299,14148.578811254973,5.0
9381,21382,20833.30065118559,3.0
9382,13463,11854.625587798686,1.0
9383,11471,10697.429946290358,4.0
9384,20463,16945.805675576525,1.0
9385,26841,16918.544424567357,1.0
9386,9142,16669.062294500833,1.0
9387,35059,30428.607206944984,5.0
9388,8440,10287.980226977985,3.0
9389,25384,19063.132553240797,2.0
9390,20800,21766.58241553507,5.0
9391,39123,36430.328790840766,5.0
9392,9308,11780.762392526707,5.0
9393,19036,19559.782288000875,1.0
9394,12519,13379.798512501708,4.0
9395,15482,15846.122320333141,3.0
9396,10150,9644.73508085511,5.0
9397,48378,45693.55042406286,3.0
9398,21665,28477.28648084616,2.0
9399,12654,12715.414031576414,3.0
9400,11218,13486.452410880307,2.0
9401,10265,13384.064138501522,1.0
9402,10857,14399.143167980976,2.0
9403,17544,17217.828434242554,3.0
9404,17398,17540.70304004087,1.0
9405,40422,31073.328026779607,4.0
9406,24136,23667.41164469522,5.0
9407,12029,17372.49823926523,3.0
9408,25435,26941.49428404003,1.0
9409,16492,17437.498571692922,2.0
9410,10609,11421.862735192824,2.0
9411,8223,9481.11320151038,2.0
9412,15186,24165.12397287171,3.0
9413,15462,12793.807828672925,4.0
9414,10807,11485.803862392391,4.0
9415,5237,7812.240339500592,5.0
9416,48952,52234.812757691674,2.0
9417,10282,16362.198675674921,2.0
9418,10222,10195.822071599738,4.0
9419,35603,35004.31266861525,1.0
9420,21066,25316.209383181093,3.0
9421,10840,13434.077819411777,2.0
9422,7013,13294.900668084912,4.0
9423,12181,12496.963314272647,2.0
9424,15315,18511.340510945345,5.0
9425,14383,13258.774974765212,4.0
9426,36272,26397.81259075188,4.0
9427,11490,8882.385849065715,2.0
9428,9888,10804.333248509054,1.0
9429,16281,15340.294588474146,1.0
9430,12843,16080.581707542417,1.0
9431,17541,21364.052096455267,5.0
9432,11689,14077.969416423282,4.0
9433,50134,44919.06897433243,2.0
9434,12863,11298.529573740185,3.0
9435,24333,30225.271779727544,5.0
9436,9747,11060.186312351989,1.0
9437,13244,12040.79220603134,1.0
9438,8491,8002.986842460471,4.0
9439,16445,9915.962066143366,4.0
9440,36161,29028.290977914214,3.0
9441,7897,12422.042059683994,1.0
9442,10074,8416.139806575213,2.0
9443,10505,16079.811578419436,5.0
9444,9852,12152.865132349347,1.0
9445,38203,27598.807782934742,4.0
9446,16162,17460.74907453626,1.0
9447,18534,20526.422545122095,1.0
9448,16162,15369.017828810398,3.0
9449,19170,16357.831956161599,1.0
9450,28690,18455.646707564785,4.0
9451,14663,18869.630984007683,2.0
9452,52582,41538.63879953388,5.0
9453,11286,9264.997765020753,1.0
9454,23251,22474.597123428466,5.0
9455,9079,9997.815008258818,3.0
9456,5566,8114.511447261225,1.0
9457,7873,12699.77080290997,4.0
9458,11505,10019.368053120561,5.0
9459,19273,17678.297079456584,3.0
9460,12094,27793.79213177751,1.0
9461,12871,15527.349613313605,3.0
9462,20258,23505.666829599784,2.0
9463,9156,9774.033503722605,3.0
9464,14406,11279.425336615663,1.0
9465,32109,29786.4589232954,3.0
9466,8182,9756.194141681193,2.0
9467,40393,32491.2898974789,3.0
9468,16950,13000.04467810301,1.0
9469,12178,16929.809766607294,1.0
9470,57781,41380.512050798905,4.0
9471,12049,11598.259576288729,3.0
9472,23553,28156.513867259233,2.0
9473,12172,16174.589802788012,2.0
9474,13785,9345.857878082963,5.0
9475,8737,15192.629160752676,4.0
9476,20187,11726.15166479753,3.0
9477,15841,15062.620013384372,3.0
9478,9285,34461.32445251861,1.0
9479,41528,42800.1585286256,1.0
9480,17518,19267.495181995284,2.0
9481,24895,25520.378203926717,1.0
9482,15069,11392.07029301382,3.0
9483,37711,26410.868645695682,5.0
9484,10707,12894.815048522067,3.0
9485,16768,16812.370649268538,1.0
9486,11214,13851.406835215188,1.0
9487,16433,21355.375901959636,2.0
9488,62241,54333.77881722014,1.0
9489,17175,14240.36920349385,1.0
9490,33993,27666.588609187966,3.0
9491,13581,17641.407225183484,5.0
9492,9110,12761.148219448816,4.0
9493,9278,12566.209293238935,2.0
9494,14703,11899.739844207026,3.0
9495,20854,17136.808270470345,3.0
9985,25257,27465.002111322312,3.0
9986,24466,29976.96878618262,3.0
9987,20039,19811.38545264559,3.0
9988,20295,24366.31088508907,1.0
9989,18333,16354.307318324443,3.0
9990,57188,54176.91862130895,3.0
9991,18355,16147.829594699168,4.0
9992,10960,14801.974761431495,2.0
9993,18410,15487.48315067879,1.0
9994,11791,13179.78485862072,1.0
9995,12891,12604.591185638117,3.0
9996,11452,10604.628255782727,5.0
9997,17023,22996.31919440387,2.0
9998,15373,16084.948700534816,4.0
9999,13737,15224.238746661913,4.0
10000,18406,28696.021782060925,1.0
10001,40524,42828.99997743157,1.0
10002,14664,16046.53334231623,3.0
10003,16870,14630.771098983876,1.0
10004,39494,39869.16504794936,1.0
10005,11460,13517.581745884803,4.0
10006,14814,13694.270613935947,4.0
10007,16657,19525.96218653392,3.0
10008,18621,15835.141518860342,4.0
10009,14123,16630.484300519864,5.0
10010,11620,9873.076646309606,1.0
10011,27046,22178.245285941248,1.0
10012,13064,12247.623394815522,4.0
10013,31500,30176.860350212017,4.0
10014,12379,11446.874165967638,5.0
10015,7737,6911.7352290418185,4.0
10016,9337,13827.548612715149,5.0
10017,10793,10444.523143621545,4.0
10018,10518,13619.4704901987,3.0
10019,10225,10493.179344074882,2.0
10020,27163,24476.21717711691,4.0
10021,8373,9907.53346451265,2.0
10022,21092,22186.75946674738,1.0
10023,16825,15436.647504540995,3.0
10024,18587,14689.900061713846,4.0
10025,10234,12824.223480479495,1.0
10026,18960,22482.702562243103,2.0
10027,45025,37808.34403626589,3.0
10028,15584,12368.647723418097,2.0
10029,13225,12388.862124149553,2.0
10030,6584,6353.7302001422795,2.0
10031,19367,25976.135119191986,3.0
10032,7181,10168.930560823868,2.0
10033,32686,34949.88119884974,1.0
10034,10983,12632.74944279286,4.0
10035,11864,12764.656188660032,5.0
10036,35013,25572.846285483898,4.0
10037,21208,17387.266420522155,1.0
10038,17431,19637.984300610085,4.0
10039,22168,23119.718080132738,2.0
10040,50531,43105.85499256111,2.0
10041,9481,9722.179694122853,4.0
10042,10363,8683.171402899976,4.0
10043,11437,7553.407335718622,4.0
10044,12738,15638.105906670413,2.0
10045,8326,12264.995153975753,2.0
10046,17219,21945.296043324975,2.0
10047,14495,17703.197911727166,1.0
10048,15008,27441.648747647323,5.0
10049,20806,20550.046646757484,1.0
10050,6628,6452.595531620962,1.0
10051,11077,10493.299958680269,4.0
10052,9213,13008.303983778997,4.0
10053,41283,35090.178680210636,3.0
10054,10131,10980.522684394964,4.0
10055,21804,17111.74248128802,3.0
10056,36146,25589.303819093413,3.0
10057,57440,54102.907410038635,5.0
10058,16279,13045.100588320793,5.0
10059,13481,15297.92728636217,3.0
10060,30436,30338.05078693416,2.0
10061,14146,13108.639807588615,3.0
10062,22236,18577.56178688547,3.0
10063,13220,15302.879258918349,4.0
10064,33498,30727.739231988366,4.0
10065,20318,16894.24187150346,3.0
10066,4458,7304.000522357979,1.0
10067,20224,17995.727718207065,4.0
10068,39507,33158.07287831171,4.0
10069,18223,13668.703985592407,4.0
10070,13344,19351.837240827223,5.0
10071,33162,36429.39554748077,5.0
10072,14983,17404.327222544223,1.0
10073,23142,23296.46164196261,3.0
10074,11969,11969.017532909369,5.0
10075,19074,28015.198533683182,5.0
10076,13636,11079.45465484115,5.0
10077,12197,13175.12273540364,3.0
10078,9374,8188.117152943262,5.0
10079,13259,20616.318946911102,5.0
10080,21821,23219.05643188335,4.0
10081,12686,11368.092989778852,1.0
10082,7769,12308.844825542184,5.0
10083,55258,47474.003975701315,4.0
10084,13765,14084.800905730826,4.0
10085,38268,35610.642025418616,2.0
10086,34347,29085.186263683394,2.0
10087,15371,20711.2974897584,1.0
10088,9466,9553.248373232358,3.0
10089,10983,12022.334451946495,1.0
10090,12422,13241.134492526555,1.0
10091,12149,12251.326232662901,5.0
10092,25811,25257.155543025256,3.0
10093,4935,8788.853684232976,1.0
10094,22679,21477.677979328455,2.0
10095,9173,11464.037436357276,1.0
10096,10081,14957.144798305904,5.0
10097,14405,15616.906740442446,5.0
10098,10514,15117.16416278067,4.0
10099,51829,43343.47183136016,2.0
10100,14033,16956.50447171784,3.0
10101,11734,10629.313961650538,2.0
10102,12730,13640.835005430386,1.0
10103,19752,13961.013242312694,2.0
10104,38667,32937.95868947642,3.0
10105,21804,21739.026670359704,3.0
10106,23028,23365.852642204944,3.0
10107,21190,23942.71652378968,4.0
10108,11389,12099.22245509482,3.0
10109,15322,19123.931033011417,1.0
10110,38682,37500.33411523107,3.0
10111,13966,10783.73904808269,1.0
10112,15244,16917.112288643504,1.0
10113,15078,15969.093026870929,4.0
10114,10524,16765.290466231192,2.0
10115,20473,17332.16341656265,2.0
10116,16795,9474.275680830227,4.0
10117,13605,26131.21517706912,1.0
10118,13229,10986.169855571945,1.0
10119,38439,32497.99925763176,2.0
10120,16709,18379.933066040085,4.0
10121,10273,10715.062930609893,1.0
10122,17264,19211.568838646952,1.0
10123,13956,13706.841554134633,3.0
10124,36182,28918.061278134996,2.0
10125,9292,8550.80929794228,4.0
10126,9416,11601.78188171521,3.0
10127,6037,12325.615562111334,4.0
10128,15508,11988.701683183539,1.0
10129,20300,21944.367821877546,1.0
10130,16614,17112.09803270458,4.0
10131,15069,12315.10326313645,5.0
10132,7232,11142.740913171521,3.0
10133,11298,12153.345250923172,4.0
10134,15640,16448.08992477107,5.0
10135,10362,14381.415507529086,2.0
10136,10051,10038.597977363675,1.0
10137,14317,21517.8939696869,3.0
10138,10264,11510.399661042718,5.0
10139,43117,22451.013363031034,2.0
10140,15712,19194.518329510633,1.0
10141,10049,11195.463173298265,2.0
10142,11489,11953.732120206116,1.0
10143,40858,38710.97903222241,2.0
10144,17299,15840.61901763358,2.0
10145,35072,29766.496160945553,5.0
10146,20315,19795.717309856638,4.0
10147,47359,45270.32997827352,2.0
10148,16070,15948.347742159925,5.0
10149,20689,22966.28201245829,4.0
10150,53916,29144.348958147868,1.0
10151,15047,15192.00847772514,2.0
10152,18112,15743.807390813508,4.0
10153,12624,14257.10934086815,5.0
10154,14316,14109.125217463512,4.0
10155,12595,16345.024264853702,3.0
10156,19600,17165.468825163265,4.0
10157,6440,7313.038846546118,1.0
10158,10636,7252.5802060906835,1.0
10159,18095,16099.273209261752,2.0
10160,5606,8507.290859844057,4.0
10161,42015,32884.44433176725,2.0
10162,14854,9760.014507865202,3.0
10163,20982,20845.615982823558,4.0
10164,20391,13562.546566449682,1.0
10165,16718,13611.992601010454,1.0
10166,25373,22034.14528492234,5.0
10167,8426,15558.888232180594,5.0
10168,36756,32380.34311450875,3.0
10169,19073,15621.879836810971,2.0
10170,15703,14139.624191186898,3.0
10171,10402,13272.959227274558,5.0
10172,13889,14892.289061736266,2.0
10173,9116,14860.632317859328,3.0
10174,15957,16500.696899158018,1.0
10175,46951,43139.40585365392,5.0
10176,10801,11431.105392572363,2.0
10177,19789,23163.718077163106,2.0
10178,12757,11384.934330661912,5.0
10179,10804,11439.338595056019,3.0
10180,17910,16375.208074210843,1.0
10181,19007,30656.420894532126,5.0
10182,39912,33260.60123569409,3.0
10183,6149,9430.454221674567,5.0
10184,10447,9772.218024420948,3.0
10185,13185,15749.488466952162,1.0
10186,10828,8361.325327261651,1.0
10187,9038,7844.935380699609,2.0
10188,14167,12641.175552966217,2.0
10189,16152,16793.226619959256,5.0
10190,20067,21075.639623936037,1.0
10191,7122,11479.035194345137,5.0
10192,14856,18628.223537986607,4.0
10193,49810,44069.89092097153,3.0
10194,23968,25728.558390908165,5.0
10195,6341,10896.915611258648,4.0
10196,40488,33523.82043468035,4.0
10197,33678,21530.316786575524,2.0
10198,18425,16598.865949905023,3.0
10199,23569,25864.971198041738,4.0
10200,14830,19835.024682424635,2.0
10201,8432,9016.914947567613,2.0
10202,13272,13242.210277095475,4.0
10203,15535,16494.754131858143,5.0
10204,13835,17699.874390587218,4.0
10205,18108,13348.126817431901,3.0
10206,13949,13487.198819974123,1.0
10207,22675,18947.131422628645,1.0
10208,40574,32629.863108338704,3.0
10209,19419,17737.226968480238,2.0
10210,14812,16359.047282487623,4.0
10211,8449,9744.119089317024,1.0
10212,48166,34099.43842450968,2.0
10213,11606,10222.110352289834,3.0
10214,7793,13806.249190571622,2.0
10215,21371,17108.251305886104,4.0
10216,30363,25351.378530384605,5.0
10217,15797,16652.513953415415,1.0
10218,10648,13456.292612298766,4.0
10219,7553,8758.398177682471,5.0
10220,10752,10483.070710628655,4.0
10221,12923,19552.09751129669,2.0
10222,9097,13624.838456065849,2.0
10223,12163,14227.154087539973,1.0
10224,13492,16140.610100425358,3.0
10225,13438,14906.569222452836,5.0
10226,47755,37602.380585349325,1.0
10227,15346,12718.754553685942,3.0
10228,10503,13735.926448768958,2.0
10229,10640,15499.739509065217,5.0
10230,21939,27689.916872049136,1.0
10231,14037,10469.501979993376,3.0
10232,38507,35789.96179178557,2.0
10233,14831,15338.377855808107,1.0
10234,9363,14344.127181215616,1.0
10235,18511,21556.97557695873,3.0
10236,14208,24373.053370572565,1.0
10237,11038,9153.696101662863,4.0
10238,16756,18462.39794348758,5.0
10239,14440,14242.261830506633,2.0
10240,25082,26393.035428436804,2.0
10241,25961,25434.06264283713,5.0
10242,12318,11684.399845228247,5.0
10243,14671,14667.279733616064,1.0
10244,18025,19744.959414752007,2.0
10245,16071,13769.478138105393,4.0
10246,8036,15647.581930180133,1.0
10247,8947,7075.521862920402,1.0
10248,4114,7406.294945522723,5.0
10249,9056,11984.081571165741,3.0
10250,34446,32919.90817218789,3.0
10251,15898,16873.399842215556,1.0
10252,9680,13062.026875482052,2.0
10253,52314,40662.75658337367,5.0
10254,30494,25699.885276500554,3.0
10255,8990,12901.474316389074,3.0
10256,21109,23986.177020630184,4.0
10257,37851,33317.52074071077,1.0
10258,17529,17563.87731163065,3.0
10259,20044,20769.06466965368,5.0
10260,11236,10442.943970838121,1.0
10261,16508,14622.152387451966,2.0
10262,11752,6008.030432388787,3.0
10263,23355,25895.89529091556,3.0
10264,18887,18671.567973130263,3.0
10265,56368,54527.012727462505,5.0
10266,15678,15419.585821487906,4.0
10267,30157,28615.81660004421,3.0
10268,7751,21073.845007624186,2.0
10269,15151,11764.768662554261,3.0
10270,13172,14041.21498318517,3.0
10271,13555,14873.59061172139,4.0
10272,27811,18640.92061535145,2.0
10273,62123,57922.478316818335,1.0
10274,11021,12514.882774692867,5.0
10275,20749,26473.496195482312,1.0
10276,16813,20229.26575667884,2.0
10277,24956,26704.791350670203,1.0
10278,18577,17905.21647272404,1.0
10279,16370,13902.318150233954,5.0
10280,20109,18522.542166799452,2.0
10281,23381,23433.079390473613,1.0
10282,31384,21278.24689865383,4.0
10283,11268,12167.870691362688,2.0
10284,15341,16554.98036369792,1.0
10285,46697,39704.811166115316,5.0
10286,14777,13753.216160107148,3.0
10287,37430,35845.46470749835,5.0
10288,13923,12230.907591650275,4.0
10289,20687,17566.305497324727,1.0
10290,14173,19210.457776780127,1.0
10803,18093,19216.443728822785,1.0
10804,24390,25540.6414654106,2.0
10805,61246,33073.95523530162,4.0
10806,26102,22425.720994955802,4.0
10807,19054,16458.990194767848,5.0
10808,28152,22716.519244329113,2.0
10809,11210,15370.580604338971,2.0
10810,21020,24046.50698054396,4.0
10811,12505,11899.726562186821,2.0
10812,18263,16701.978039502774,1.0
10813,54482,50942.46284117177,4.0
10814,25560,26542.161410397315,5.0
10815,16066,16881.615650383028,4.0
10816,25225,19589.896384578853,5.0
10817,35083,33994.25576012461,2.0
10818,14566,13860.844985339978,5.0
10819,14982,10782.321232779139,4.0
10820,18934,25887.400518371174,3.0
10821,13855,13139.318035218586,2.0
10822,13693,17098.909795693624,1.0
10823,19233,26541.5283006543,2.0
10824,17658,14507.722280763994,5.0
10825,22901,18783.27459940833,3.0
10826,46962,39601.25362271986,5.0
10827,10048,9316.421368833202,3.0
10828,8764,9720.26539920103,2.0
10829,10043,12171.150105657125,4.0
10830,14377,11581.631963026997,5.0
10831,7591,7067.596025488915,5.0
10832,8694,7430.475939401149,5.0
10833,9087,11212.440162326782,1.0
10834,11670,10206.945549448106,2.0
10835,22740,30844.831711827348,2.0
10836,15223,17637.782213600392,4.0
10837,8192,7635.739866115626,5.0
10838,17651,17306.022458831354,2.0
10839,6450,5190.198115786587,5.0
10840,27866,25574.71821408867,2.0
10841,17257,14877.963894922215,2.0
10842,20180,20850.227384490245,2.0
10843,19193,18204.65494505471,5.0
10844,16219,15718.153615633244,4.0
10845,14753,15080.860777950904,1.0
10846,9585,8103.583897225061,2.0
10847,8150,12030.006918452837,5.0
10848,15240,13912.02965251078,1.0
10849,20026,22586.923016491808,5.0
10850,14167,15418.08935792729,5.0
10851,11091,11311.103213543673,2.0
10852,22503,18726.0912488254,4.0
10853,16977,18758.18601424211,2.0
10854,14109,9739.45889157746,5.0
10855,54450,48297.80176086145,2.0
10856,13321,13822.516731559499,1.0
10857,12214,10450.12621723918,4.0
10858,17292,19798.054164229805,4.0
10859,22283,25005.059235735265,3.0
10860,27115,30092.60407891154,2.0
10861,11126,11184.891438143663,1.0
10862,8525,10505.612678241983,4.0
10863,19763,21114.17801942989,3.0
10864,50997,37051.79433128147,4.0
10865,11229,9292.228919494046,3.0
10866,14145,13205.379826360338,5.0
10867,13055,13433.40795220905,2.0
10868,11997,16180.215080295213,2.0
10869,16433,18457.073892500648,1.0
10870,19680,17122.726033687846,1.0
10871,13083,10252.384969219935,1.0
10872,14426,14871.822793653375,5.0
10873,11884,12529.04316767395,2.0
10874,19014,17479.831316326763,5.0
10875,11012,9746.14490649162,5.0
10876,11642,10606.953983886702,2.0
10877,35788,31833.574806141885,3.0
10878,48031,47210.30774716627,2.0
10879,20283,25044.650649001785,4.0
10880,20220,26910.82863712931,4.0
10881,15061,12756.796259734561,3.0
10882,10221,10845.446300461092,1.0
10883,10081,12576.550676158991,4.0
10884,12467,15743.26758653381,1.0
10885,19273,19673.53764414835,3.0
10886,12104,12269.792402978235,2.0
10887,34436,27599.619198079916,3.0
10888,21798,27146.59045139946,3.0
10889,14103,14407.437660727794,5.0
10890,20330,19215.90518280161,5.0
10891,20280,22505.88885755159,2.0
10892,23088,21066.521810335096,4.0
10893,16508,16867.56884688941,5.0
10894,13602,13513.287127913829,5.0
10895,9398,10420.29536489332,3.0
10896,36403,37203.8516008986,1.0
10897,30825,23358.920966908518,4.0
10898,27988,26756.7416258754,2.0
10899,52008,46831.8376740996,4.0
10900,8286,12011.538547353019,5.0
10901,15840,11941.576381942807,4.0
10902,20335,22137.642222780018,4.0
10903,16771,15741.25428970534,1.0
10904,6399,7462.709231951652,5.0
10905,10178,10477.580287229779,2.0
10906,17122,21523.201650842995,3.0
10907,33657,31022.92094405436,4.0
10908,7353,7984.83409641726,5.0
10909,16195,19485.9317785044,1.0
10910,20773,17057.072007173974,2.0
10911,16631,15064.943943169157,3.0
10912,57050,46797.74888212144,3.0
10913,10958,12470.502592283827,4.0
10914,10903,15563.984663472667,4.0
10915,20361,16706.356180056646,4.0
10916,11616,11419.447117069321,4.0
10917,14235,14310.93004779958,4.0
10918,11426,22667.116829794617,2.0
10919,9117,11684.896374626793,5.0
10920,6979,12149.723404647499,1.0
10921,17099,13533.27076661109,4.0
10922,40029,38249.44773579513,3.0
10923,36785,32147.277196794657,5.0
10924,27549,25548.575409511017,3.0
10925,18215,13779.287627556947,1.0
10926,18733,17967.490156555396,4.0
10927,27976,20681.390744326036,2.0
10928,14039,17119.819856448034,3.0
10929,10282,13452.998552379271,3.0
10930,10069,17466.683017985255,4.0
10931,49218,41646.76802884622,5.0
10932,37529,37776.63181793784,2.0
10933,18479,28063.438203817288,1.0
10934,9172,11556.869074140484,3.0
10935,10726,11365.861039866611,2.0
10936,17993,20883.689210981778,4.0
10937,12533,8862.332221183959,1.0
10938,8060,19850.61508208506,5.0
10939,14164,14765.204195299359,2.0
10940,28214,24559.34834588208,3.0
10941,11061,9133.567049491909,5.0
10942,11717,11573.559093265456,3.0
10943,20138,18856.180352967072,3.0
10944,16561,19175.01302111701,5.0
10945,12494,13626.693785028428,3.0
10946,12294,12403.215312559,1.0
10947,9512,6781.57384205846,2.0
10948,15081,10945.175657305654,4.0
10949,9524,11166.599989916465,4.0
10950,27701,23209.270788410362,1.0
10951,30711,28069.57453116587,4.0
10952,7474,8764.739925401356,1.0
10953,14131,16200.690554546345,4.0
10954,8216,11043.563720890257,5.0
10955,35080,43169.93883208243,1.0
10956,12222,11243.428822340613,1.0
10957,11171,20490.78225369714,5.0
10958,19355,15201.274100898752,2.0
10959,15450,16648.482591231732,4.0
10960,34752,28490.73943311511,5.0
10961,17025,14767.744444806716,4.0
10962,51168,42974.56842470821,3.0
10963,9578,10698.090537756676,2.0
10964,14062,11092.581071276472,5.0
10965,9027,10360.893727699327,4.0
