id,attendance,lightgbm_prediction,fold
9492,9110,10176.174222211037,4.0
9495,20854,21787.966352152656,3.0
9491,13581,17135.95951848659,3.0
9494,14703,11871.73472616692,5.0
9489,17175,14930.446411611776,4.0
9487,16433,19124.582236883038,2.0
9490,33993,27020.678037574122,1.0
9488,62241,55516.15121176374,5.0
9985,25257,28119.245485632455,3.0
9986,24466,29729.988251106945,5.0
9987,20039,22840.278080206946,1.0
9988,20295,22095.88022569663,4.0
9989,18333,15386.47375329117,5.0
9990,57188,50341.429250680696,4.0
9991,18355,14878.496035613023,4.0
9992,10960,12712.803386485513,4.0
9993,18410,15083.779419693366,4.0
9999,13737,17163.374079384786,5.0
9998,15373,10343.863758592783,1.0
9997,17023,27188.360433471582,5.0
9994,11791,11707.818064236113,4.0
9995,12891,13765.819601157791,2.0
9996,11452,12255.069360614661,1.0
10000,18406,23101.426885772606,2.0
10001,40524,38101.98558018075,4.0
10002,14664,17000.014799516895,3.0
10008,18621,21564.659741402596,5.0
10009,14123,16828.591986575157,2.0
10007,16657,18146.686102778745,2.0
10006,14814,13638.223942990335,5.0
10005,11460,13539.364663857245,1.0
10004,39494,34998.42274917503,2.0
10003,16870,14130.8059038811,1.0
10010,11620,11595.624683467351,2.0
10011,27046,20585.869437253787,1.0
10012,13064,11739.515518740016,1.0
10013,31500,30912.06843984898,1.0
10014,12379,9816.713035617164,3.0
10015,7737,7088.9868015838565,4.0
10016,9337,13230.204042137057,3.0
10017,10793,11160.37494526683,5.0
10018,10518,13056.119560721687,3.0
10020,27163,23664.936691963612,2.0
10019,10225,11198.159638358222,2.0
10021,8373,8784.490610902658,5.0
10022,21092,19078.944866122372,5.0
10023,16825,18634.26007811895,5.0
10024,18587,14441.101816115233,5.0
10025,10234,11236.657370628547,3.0
10026,18960,24926.908421235676,3.0
10027,45025,34781.96041915746,4.0
10028,15584,12599.54260323525,5.0
10029,13225,13755.490235559128,1.0
10034,10983,11696.967628266364,1.0
10035,11864,13391.343237112022,5.0
10033,32686,40393.41945987716,5.0
10031,19367,24379.071881947755,2.0
10030,6584,7803.231202918329,5.0
10032,7181,10708.358213267307,4.0
10036,35013,29459.79027711561,1.0
10037,21208,15850.480413975138,5.0
10038,17431,18787.199087367866,2.0
10039,22168,23787.471250555824,4.0
10040,50531,47595.74874967377,4.0
10041,9481,9477.472716814085,2.0
10042,10363,10586.371428826953,2.0
10043,11437,8988.15326894327,1.0
10044,12738,15901.861064209728,5.0
10045,8326,12330.440412563667,1.0
10047,14495,16124.356559867714,5.0
10046,17219,21964.114722776652,4.0
10048,15008,22619.873099185796,1.0
10049,20806,21204.24397423397,3.0
10050,6628,6688.815613133577,4.0
10051,11077,11599.233300036372,2.0
10052,9213,11594.514139565172,2.0
10053,41283,34177.83042470062,4.0
10054,10131,11411.431471309537,5.0
10055,21804,17518.024108819747,4.0
10056,36146,25110.910297975286,5.0
10064,33498,34441.444429790885,2.0
10063,13220,13451.479697280449,4.0
10065,20318,20315.535297787595,4.0
10062,22236,19507.580868872188,2.0
10059,13481,17029.693500428104,2.0
10060,30436,29391.989434562045,5.0
10058,16279,12787.621693807232,4.0
10057,57440,55111.67980396594,5.0
10061,14146,14024.320258110303,5.0
10073,23142,24448.204714077947,2.0
10072,14983,17331.42555011845,2.0
10071,33162,37374.22194495431,5.0
10070,13344,16055.128947212424,4.0
10074,11969,15397.039817567316,1.0
10068,39507,35455.489343148205,4.0
10067,20224,19257.661123541064,3.0
10066,4458,6379.438674205648,1.0
10069,18223,17190.72452784357,4.0
10075,19074,25740.19403912115,3.0
10076,13636,12041.938655722908,4.0
10077,12197,14998.36491968101,5.0
10078,9374,8908.66766562985,5.0
10079,13259,16872.743899423134,4.0
10080,21821,23254.479156361347,5.0
10081,12686,13329.502088935698,2.0
10082,7769,10500.86827256231,4.0
10083,55258,48897.22544004167,1.0
10089,10983,12752.882565637034,1.0
10090,12422,12334.693203239676,5.0
10088,9466,6321.62679985859,3.0
10087,15371,19296.87329876065,2.0
10086,34347,29306.288552680893,1.0
10085,38268,31858.52989237444,4.0
10084,13765,16001.122458338812,4.0
10091,12149,10560.28123231813,5.0
10092,25811,23363.46094595037,2.0
10093,4935,8586.40284373905,1.0
10094,22679,17508.449317128045,1.0
10095,9173,12706.627541975333,4.0
10096,10081,12794.317102658697,4.0
10097,14405,15366.15489776476,1.0
10098,10514,15238.614892738402,4.0
10101,11734,11131.629099412601,2.0
10100,14033,16466.221261572977,5.0
10099,51829,44022.29099258066,2.0
10102,12730,11882.910634774315,3.0
10103,19752,16152.58854677794,2.0
10104,38667,34172.69548500373,1.0
10105,21804,21571.597502775014,2.0
10106,23028,25635.448739638385,5.0
10107,21190,25078.66836064143,5.0
10108,11389,12712.761005904147,5.0
10109,15322,16155.057859242717,5.0
10117,13605,26039.57931810147,1.0
10116,16795,9262.33998457234,4.0
10115,20473,16201.68707364569,3.0
10114,10524,15818.362513937831,2.0
10111,13966,11090.945779533344,1.0
10112,15244,18172.990199134867,4.0
10113,15078,15205.95458432988,3.0
10118,13229,11805.43374179476,1.0
10119,38439,33756.519251717495,4.0
10128,15508,14553.161586725448,3.0
10127,6037,13482.32571429394,2.0
10126,9416,12681.861266553105,2.0
10124,36182,32600.294873760995,2.0
10125,9292,7888.709716666813,1.0
10122,17264,15532.659040297558,1.0
10121,10273,11517.322875433008,3.0
10120,16709,19375.83594606529,4.0
10123,13956,12268.103289064216,1.0
10134,15640,18906.457473981158,1.0
10129,20300,21386.51289735046,2.0
10130,16614,18473.093431219633,5.0
10131,15069,12382.887676173888,2.0
10132,7232,8534.297243514902,5.0
10133,11298,11287.206278218518,4.0
10135,10362,13702.147946932195,2.0
10136,10051,9742.037127763102,3.0
10137,14317,19728.601624127616,5.0
10138,10264,11558.308822348257,1.0
10139,43117,18565.734939023638,1.0
10140,15712,16189.517295048332,1.0
10141,10049,12390.319158149698,4.0
10142,11489,10969.454118711845,4.0
10143,40858,41499.33913897084,3.0
10144,17299,14931.19789067497,4.0
10145,35072,29495.028884071813,3.0
10146,20315,20793.199727810257,2.0
10110,38682,36722.39474986245,5.0
10153,12624,12045.70228188532,2.0
10152,18112,17151.389323200194,4.0
10151,15047,14118.882756992887,3.0
10148,16070,15479.507426067203,4.0
10149,20689,22829.09890406984,1.0
10147,47359,40700.59144346962,3.0
10150,53916,30708.027958148214,3.0
10154,14316,13784.978353247381,2.0
10155,12595,14617.637775603385,1.0
10162,14854,10174.324864463388,5.0
10164,20391,16260.139128789064,3.0
10163,20982,20526.9276172482,5.0
10161,42015,35038.8076690118,3.0
10160,5606,7253.295368493985,3.0
10159,18095,18548.483896786838,4.0
10158,10636,7582.510767420024,1.0
10157,6440,7929.82174246939,2.0
10156,19600,17886.608857849147,5.0
10165,16718,13439.72288507736,4.0
10166,25373,21857.37776887379,5.0
10167,8426,12826.8976308315,2.0
10168,36756,32812.136040350546,3.0
10169,19073,13877.166559106032,5.0
10170,15703,13978.913751907654,3.0
10171,10402,11776.986304693492,5.0
10173,9116,16565.65273539909,1.0
10172,13889,14739.47402427914,5.0
10174,15957,17883.006415908047,5.0
10175,46951,51027.27521762845,5.0
10176,10801,13795.912584978221,1.0
10177,19789,21167.729280691736,5.0
10178,12757,11622.474874892177,5.0
10179,10804,10937.75167208186,5.0
10180,17910,17544.353457871453,1.0
10181,19007,30482.169237317765,5.0
10182,39912,41256.78720031378,5.0
10189,16152,16901.617605655745,2.0
10188,14167,13779.707194874529,4.0
10191,7122,10800.970531579,2.0
10187,9038,9614.082913258047,3.0
10190,20067,19308.068973557765,4.0
10185,13185,12869.407302121917,4.0
10183,6149,8142.225370832236,1.0
10186,10828,9566.602871911591,4.0
10184,10447,9696.176558162288,2.0
10192,14856,19525.25964376143,1.0
10193,49810,45363.22731754349,1.0
10194,23968,22404.347279333553,5.0
10195,6341,9726.873042118765,5.0
10196,40488,31319.307677081975,2.0
10197,33678,23114.29811444571,2.0
10198,18425,15557.615103456259,2.0
10199,23569,25613.121934325434,3.0
10200,14830,19445.731787359084,3.0
10207,22675,17852.35690600928,1.0
10206,13949,14676.826786883512,3.0
10205,18108,15730.965771069916,1.0
10201,8432,9207.374433056873,2.0
10203,15535,15667.240777613286,3.0
10202,13272,12744.267449617184,5.0
10204,13835,19229.323104055937,5.0
10208,40574,33330.71809933546,5.0
10209,19419,16979.454937338254,4.0
10214,7793,15341.977691680908,1.0
10212,48166,34526.14422361464,1.0
10215,21371,18173.212038021873,5.0
10213,11606,10853.788875839899,5.0
10210,14812,16439.92056723474,5.0
10211,8449,10526.173862457146,5.0
10216,30363,23577.90038357969,1.0
10217,15797,15903.284965976898,4.0
10218,10648,11766.014541852199,4.0
10219,7553,9137.516097041984,3.0
10220,10752,10851.137006533396,3.0
10221,12923,19674.999766799116,1.0
10222,9097,12731.806544880403,3.0
10223,12163,14065.087974130309,3.0
10227,15346,12705.637096222983,2.0
10226,47755,37448.65675858983,3.0
10224,13492,15113.90196159201,4.0
10225,13438,12670.880711971267,2.0
10228,10503,12415.1347801053,1.0
10229,10640,13959.614132682062,3.0
10230,21939,27049.59937826471,3.0
10231,14037,11850.69890529926,5.0
10232,38507,35293.897503094835,5.0
10233,14831,15421.096685268421,5.0
10234,9363,13072.0901261153,1.0
10235,18511,22604.033683083446,2.0
10236,14208,19727.79357830665,2.0
10243,14671,12477.616189073695,5.0
10242,12318,11464.402814703395,3.0
10241,25961,26281.034872924,5.0
10240,25082,23870.2858493026,4.0
10238,16756,20579.642195357552,4.0
10239,14440,13870.669360980715,4.0
10237,11038,9833.575164394706,4.0
10244,18025,18394.067269383126,3.0
10245,16071,15224.34164478438,2.0
10246,8036,13415.100408665307,2.0
10247,8947,7130.543388232974,5.0
10248,4114,5850.444893931995,4.0
10249,9056,12124.0854042365,4.0
10250,34446,38133.442472070594,4.0
10251,15898,16843.982862321296,1.0
10252,9680,12841.562455463625,3.0
10254,30494,25144.845969027116,1.0
10253,52314,44905.53741653785,4.0
10260,11236,10489.348286510254,1.0
10259,20044,18616.878058966933,3.0
10258,17529,18434.145724059887,3.0
10255,8990,13800.350974112014,2.0
10256,21109,27238.451929026294,3.0
10257,37851,30546.57424777939,2.0
10261,16508,14501.20696605685,5.0
10262,11752,4909.79655839783,5.0
10263,23355,29490.97975791291,3.0
10269,15151,10841.81520022035,1.0
10271,13555,12980.479530011891,5.0
10270,13172,14590.216162632949,4.0
10272,27811,18025.707663996953,4.0
10267,30157,28490.381138257348,2.0
10266,15678,15556.45086347786,1.0
10265,56368,60620.622023030846,3.0
10264,18887,17961.179949648136,3.0
10268,7751,20544.627505279317,2.0
10280,20109,19117.42387823669,2.0
10279,16370,14716.806782082322,4.0
10278,18577,17246.24464277208,2.0
10277,24956,25964.263459457303,3.0
10281,23381,21092.83445854566,4.0
10275,20749,29085.307251721337,5.0
10274,11021,10747.312258646234,4.0
10273,62123,60199.148807148515,5.0
10276,16813,19313.757373085908,2.0
10282,31384,22503.541988363173,1.0
10283,11268,9756.698998137375,4.0
10284,15341,16068.901742630032,3.0
10285,46697,33646.4172060664,4.0
10286,14777,13822.688530572903,5.0
10287,37430,40667.21470724119,3.0
10288,13923,13826.042457230484,3.0
10289,20687,15826.369214976947,4.0
10290,14173,19356.73573130766,3.0
10807,19054,18964.662305337202,4.0
10808,28152,20116.66160952792,1.0
10806,26102,24357.613328790398,1.0
10803,18093,18099.6368363772,2.0
10804,24390,24363.92019328193,5.0
10805,61246,34036.70440087693,3.0
10809,11210,13080.945016318863,2.0
10810,21020,21698.232841231635,2.0
10811,12505,9385.227652391222,1.0
10812,18263,22343.21125855134,3.0
10813,54482,45319.12472259232,3.0
10814,25560,26630.543862139053,3.0
10815,16066,16827.71949832543,1.0
10816,25225,18601.314573205007,5.0
10817,35083,25562.42849254947,4.0
10818,14566,13474.680456838636,4.0
10820,18934,23266.713096817504,5.0
10819,14982,11528.467191203228,1.0
10821,13855,11830.931504190645,2.0
10822,13693,15991.474902566215,4.0
10823,19233,25335.346448731412,1.0
10824,17658,11623.44961176786,2.0
10825,22901,21347.30003962587,2.0
10826,46962,33380.352797361535,4.0
10827,10048,8721.091898461806,3.0
10828,8764,11173.745579013595,2.0
10829,10043,12421.959275912115,2.0
10836,15223,16365.906516062645,2.0
10838,17651,19117.23183646461,1.0
10837,8192,7371.165332318029,5.0
10835,22740,28553.0546678016,2.0
10830,14377,10634.818334584996,2.0
10833,9087,10001.87575566338,4.0
10832,8694,8605.453434554833,1.0
10831,7591,6647.291722276765,1.0
10834,11670,9706.417262576591,2.0
10845,14753,14217.538626600817,1.0
10843,19193,23498.293515443565,4.0
10842,20180,22309.312837616795,3.0
10844,16219,14167.963069450818,3.0
10840,27866,22087.652767961838,2.0
10839,6450,4789.354785872333,5.0
10841,17257,17531.568191289,1.0
10846,9585,8090.917601053243,2.0
10847,8150,11092.996017368487,1.0
10853,16977,17988.0273972897,4.0
10848,15240,12059.082989501054,2.0
10849,20026,20177.48734338996,2.0
10850,14167,14917.97153097388,1.0
10851,11091,9145.706176978156,2.0
10852,22503,19403.066388039337,4.0
10856,13321,13273.937389676212,4.0
10855,54450,46142.5105970719,3.0
10854,14109,10408.21087004524,2.0
10857,12214,11715.943189433945,1.0
10858,17292,19337.916358888626,1.0
10859,22283,24995.68213539677,3.0
10860,27115,29148.12052779073,1.0
10861,11126,10890.129754417967,2.0
10862,8525,10453.077657450842,3.0
10863,19763,21539.768658906174,4.0
10864,50997,45837.070059132486,4.0
10865,11229,9561.428386533074,5.0
10872,14426,14665.588906653265,3.0
10871,13083,8865.197695951134,2.0
10870,19680,17205.682813680065,4.0
10866,14145,12618.35691898494,5.0
10868,11997,17753.27337645987,5.0
10867,13055,13089.489533455338,3.0
10869,16433,20511.49443142517,2.0
10873,11884,13488.731231179478,1.0
10874,19014,17032.786377630604,4.0
10880,20220,26773.178221354916,5.0
10881,15061,13132.29016362084,1.0
10878,48031,42368.18686729119,4.0
10879,20283,23557.941462655526,5.0
10876,11642,11315.964623934295,4.0
10875,11012,9801.337594674565,1.0
10877,35788,30642.408122803456,2.0
10882,10221,12215.087535769042,2.0
10883,10081,10627.735893602056,5.0
10891,20280,21340.52560674833,2.0
10892,23088,21623.698170657113,5.0
10890,20330,22206.351332583963,2.0
10888,21798,25073.954330793764,2.0
10889,14103,15064.593845664804,2.0
10886,12104,12436.816248980147,3.0
10885,19273,22244.06303878905,1.0
10884,12467,12410.135416909836,5.0
10887,34436,27989.956051243742,3.0
10899,52008,46326.992929073705,4.0
10893,16508,15698.46630365171,5.0
10894,13602,14550.409242309655,1.0
10895,9398,9673.3135426765,5.0
10896,36403,36289.82920698065,1.0
10897,30825,26634.088047480385,2.0
10898,27988,30922.576824019212,4.0
10906,17122,22720.038035110992,1.0
10905,10178,8373.943339874315,5.0
10908,7353,11001.838475025823,5.0
10904,6399,7651.496810522419,2.0
10907,33657,33349.08908182663,3.0
10902,20335,24040.225182740804,3.0
10903,16771,16684.952765974223,3.0
10909,16195,17300.129220006376,3.0
10910,20773,16562.415258163765,2.0
10917,14235,14971.481701440956,4.0
10911,16631,15290.65248570122,5.0
10912,57050,47166.797927347405,2.0
10913,10958,12650.59250610317,1.0
10914,10903,14578.047463465018,1.0
10915,20361,16052.599610062196,1.0
10916,11616,9680.001345009892,2.0
10919,9117,12201.175643616056,4.0
10918,11426,19234.81385183733,2.0
10901,15840,13286.030316260298,2.0
10900,8286,14086.627872632698,2.0
10920,6979,11835.092720533094,4.0
10921,17099,12929.987657784704,5.0
10922,40029,36394.76225242538,3.0
10923,36785,33002.53908822325,2.0
10924,27549,22880.551804715004,1.0
10925,18215,15431.038524487247,3.0
10926,18733,19038.33550103885,5.0
10927,27976,22350.978663271588,2.0
10928,14039,16249.614600208459,4.0
10933,18479,25606.47764438461,1.0
10934,9172,10935.629059284302,5.0
10932,37529,37217.01346441216,4.0
10931,49218,46643.57212564664,5.0
10930,10069,18510.6863435521,4.0
10929,10282,12145.286323622902,4.0
10935,10726,11715.526013135312,2.0
10936,17993,21055.854118367268,2.0
10937,12533,9475.446562917727,4.0
10938,8060,16822.105596350237,4.0
10939,14164,12621.07939485171,5.0
10940,28214,28383.358594845246,3.0
10941,11061,10160.650761837303,1.0
10942,11717,14689.687652248997,2.0
10943,20138,17619.114649189556,5.0
10946,12294,12377.042884767052,1.0
10945,12494,11678.343573141958,3.0
10944,16561,18646.697325192075,4.0
10947,9512,6774.830985081652,3.0
10948,15081,12716.369121066895,5.0
10949,9524,11138.134096139042,1.0
10950,27701,24899.572384318973,5.0
10951,30711,31077.380917979062,1.0
10952,7474,8369.647800651757,3.0
10953,14131,13616.830880308244,3.0
10954,8216,12627.422943019872,2.0
10955,35080,40143.48628083585,1.0
10961,17025,13355.15602618968,3.0
10960,34752,26281.232737141276,4.0
10959,15450,14531.044186499823,3.0
10956,12222,11075.446989716917,3.0
10957,11171,17827.972733397284,5.0
10958,19355,19539.184854671334,3.0
10962,51168,45705.77214388562,3.0
10963,9578,11841.069463466183,5.0
10964,14062,12962.248674872139,4.0
10965,9027,10498.791748723837,1.0
