id,attendance,xgboost_prediction,fold
9253,12361,16720.71484375,1.0
9254,40657,41096.5703125,5.0
9255,10421,16300.4423828125,3.0
9256,15138,13835.90625,4.0
9257,39322,33311.015625,1.0
9258,21190,25478.33203125,4.0
9259,28885,28688.126953125,2.0
9260,11149,14329.7216796875,1.0
9261,11788,10878.970703125,3.0
9262,11810,13586.8037109375,2.0
9263,15103,16374.7314453125,1.0
9264,6162,7456.13330078125,4.0
9265,15184,11895.271484375,5.0
9266,12295,14726.052734375,1.0
9267,6794,11660.51953125,4.0
9268,23406,28361.552734375,3.0
9269,14615,12233.52734375,4.0
9270,8667,11678.9541015625,1.0
9271,13450,17323.34765625,4.0
9272,54774,37996.8984375,4.0
9273,13300,19460.55078125,3.0
9274,20232,23184.318359375,2.0
9275,20268,23728.5859375,3.0
9276,20543,19522.919921875,3.0
9277,22188,25201.880859375,2.0
9278,14642,10144.81640625,1.0
9279,41430,35405.921875,5.0
9280,15427,10492.123046875,5.0
9281,22948,14405.6904296875,3.0
9282,18241,15607.95703125,4.0
9283,11221,10179.5458984375,1.0
9284,11101,15301.23828125,4.0
9285,9031,10123.791015625,5.0
9286,17438,24914.71875,2.0
9287,25687,24664.416015625,4.0
9288,15343,11097.533203125,5.0
9289,25128,24010.49609375,3.0
9290,32073,24622.7421875,2.0
9291,36376,25569.943359375,4.0
9292,21874,16832.021484375,1.0
9293,12466,11405.115234375,5.0
9294,42056,36418.96875,2.0
9295,18193,12167.2783203125,3.0
9296,56982,40772.23828125,4.0
9297,9430,19510.6015625,4.0
9298,7427,12740.2568359375,2.0
9299,5806,6777.75634765625,1.0
9300,15322,12698.3935546875,4.0
9301,8025,8004.70654296875,2.0
9302,38592,33282.18359375,4.0
9303,10183,14696.099609375,3.0
9304,6760,9668.44140625,5.0
9305,6806,15966.3662109375,3.0
9306,12142,8679.912109375,5.0
9307,17070,20057.98828125,4.0
9308,13432,12988.9921875,3.0
9309,7493,8709.2470703125,5.0
9310,23005,24009.32421875,1.0
9311,13524,13811.4453125,3.0
9312,17864,16144.583984375,5.0
9313,19304,14080.7666015625,2.0
9314,19223,21383.236328125,1.0
9315,9005,11016.7275390625,4.0
9316,16040,16883.845703125,4.0
9317,20425,15617.4794921875,5.0
9318,39278,35756.3671875,3.0
9319,12875,11051.8583984375,4.0
9320,6618,10191.8818359375,5.0
9321,13225,9402.041015625,4.0
9322,8027,16785.30078125,3.0
9323,5545,7123.4091796875,4.0
9324,13655,9166.43359375,1.0
9325,7278,10204.734375,2.0
9326,31684,23064.337890625,4.0
9327,17000,16101.953125,4.0
9328,14289,17458.970703125,4.0
9329,24920,19763.3125,1.0
9330,14621,16462.80078125,2.0
9331,20873,19665.951171875,1.0
9332,16961,14852.5107421875,3.0
9333,24032,25011.322265625,5.0
9334,10569,14231.62890625,1.0
9335,50195,46970.91015625,3.0
9336,20144,19366.568359375,5.0
9337,41487,30639.650390625,4.0
9338,30353,24514.8046875,4.0
9339,12454,11336.505859375,1.0
9340,16089,15112.9609375,3.0
9341,12616,22645.30859375,3.0
9342,18205,12514.3779296875,1.0
9343,34236,23357.720703125,5.0
9344,11355,14478.8056640625,5.0
9345,38611,38567.53515625,3.0
9346,15410,13789.7421875,3.0
9347,14392,12520.482421875,1.0
9348,18609,25057.609375,3.0
9349,10387,12186.6376953125,3.0
9350,10145,12768.3876953125,5.0
9351,17261,12906.615234375,5.0
9352,34417,35123.66796875,1.0
9353,18533,25393.291015625,2.0
9354,11306,16741.94140625,4.0
9355,11623,9509.41796875,4.0
9356,12115,12198.0625,1.0
9357,11992,10611.8876953125,4.0
9358,11291,10194.142578125,2.0
9359,17826,13815.291015625,3.0
9360,18864,12230.8955078125,1.0
9361,9076,11055.6328125,4.0
9362,14052,17068.84375,5.0
9363,14227,9059.693359375,1.0
9364,40466,36905.8515625,1.0
9365,16177,16338.0,1.0
9366,23386,29198.009765625,1.0
9367,17738,13432.3779296875,1.0
9368,17556,17205.5546875,1.0
9369,8886,12441.4775390625,1.0
9370,11433,10370.9501953125,5.0
9371,9457,14947.5029296875,4.0
9372,4873,8490.7099609375,4.0
9373,21041,19292.1875,1.0
9374,12384,9585.2666015625,1.0
9375,9249,11643.1826171875,3.0
9376,13979,12201.541015625,5.0
9377,9513,13662.6796875,4.0
9378,27843,21530.939453125,1.0
9379,22769,31876.978515625,5.0
9380,9299,13950.00390625,5.0
9381,21382,21275.90625,3.0
9382,13463,12124.9267578125,1.0
9383,11471,10281.3837890625,4.0
9384,20463,16325.263671875,1.0
9385,26841,17280.98828125,1.0
9386,9142,16343.498046875,1.0
9387,35059,30149.560546875,5.0
9388,8440,11713.48046875,3.0
9389,25384,19085.849609375,2.0
9390,20800,22859.705078125,5.0
9391,39123,39640.37109375,5.0
9392,9308,11894.974609375,5.0
9393,19036,19040.8203125,1.0
9394,12519,13235.4755859375,4.0
9395,15482,15749.955078125,3.0
9396,10150,9453.3056640625,5.0
9397,48378,45854.0546875,3.0
9398,21665,25566.2578125,2.0
9399,12654,12543.02734375,3.0
9400,11218,13084.58203125,2.0
9401,10265,13149.8779296875,1.0
9402,10857,14311.0634765625,2.0
9403,17544,17287.28125,3.0
9404,17398,17405.68359375,1.0
9405,40422,30326.390625,4.0
9406,24136,23958.09375,5.0
9407,12029,16448.935546875,3.0
9408,25435,27421.359375,1.0
9409,16492,18027.921875,2.0
9410,10609,11832.6455078125,2.0
9411,8223,8986.365234375,2.0
9412,15186,23119.84375,3.0
9413,15462,12792.5224609375,4.0
9414,10807,11378.8134765625,4.0
9415,5237,7138.1865234375,5.0
9416,48952,50590.6015625,2.0
9417,10282,17088.701171875,2.0
9418,10222,9222.7294921875,4.0
9419,35603,35670.421875,1.0
9420,21066,23230.5625,3.0
9421,10840,12161.224609375,2.0
9422,7013,12171.6982421875,4.0
9423,12181,12264.5546875,2.0
9424,15315,19539.236328125,5.0
9425,14383,13301.2646484375,4.0
9426,36272,25815.87109375,4.0
9427,11490,7996.0634765625,2.0
9428,9888,10591.400390625,1.0
9429,16281,15670.2744140625,1.0
9430,12843,16732.419921875,1.0
9431,17541,19314.09765625,5.0
9432,11689,14764.35546875,4.0
9433,50134,44110.828125,2.0
9434,12863,11618.4111328125,3.0
9435,24333,30617.98046875,5.0
9436,9747,10955.3642578125,1.0
9437,13244,11324.2001953125,1.0
9438,8491,7519.21533203125,4.0
9439,16445,10537.611328125,4.0
9440,36161,28302.251953125,3.0
9441,7897,11383.3203125,1.0
9442,10074,8647.642578125,2.0
9443,10505,16601.759765625,5.0
9444,9852,12370.076171875,1.0
9445,38203,27366.904296875,4.0
9446,16162,15814.921875,1.0
9447,18534,21067.2109375,1.0
9448,16162,17951.291015625,3.0
9449,19170,16997.796875,1.0
9450,28690,19159.033203125,4.0
9451,14663,18812.529296875,2.0
9452,52582,41381.60546875,5.0
9453,11286,8359.8466796875,1.0
9454,23251,23980.455078125,5.0
9455,9079,8999.0947265625,3.0
9456,5566,8093.78125,1.0
9457,7873,11661.9296875,4.0
9458,11505,10111.1953125,5.0
9459,19273,17689.3046875,3.0
9460,12094,28717.92578125,1.0
9461,12871,14683.6845703125,3.0
9462,20258,22843.13671875,2.0
9463,9156,9001.3427734375,3.0
9464,14406,10903.2587890625,1.0
9465,32109,28142.58203125,3.0
9466,8182,10120.3896484375,2.0
9467,40393,33915.83203125,3.0
9468,16950,11916.859375,1.0
9469,12178,17053.337890625,1.0
9470,57781,39572.6796875,4.0
9471,12049,11631.2919921875,3.0
9472,23553,27685.3125,2.0
9473,12172,15323.2548828125,2.0
9474,13785,9531.4990234375,5.0
9475,8737,14009.6923828125,4.0
9476,20187,11644.703125,3.0
9477,15841,14713.8193359375,3.0
9478,9285,34324.86328125,1.0
9479,41528,44519.80078125,1.0
9480,17518,18668.419921875,2.0
9481,24895,25479.9765625,1.0
9482,15069,11098.1640625,3.0
9483,37711,27717.8359375,5.0
9484,10707,12918.6240234375,3.0
9485,16768,16585.986328125,1.0
9486,11214,14278.5390625,1.0
9487,16433,20940.015625,2.0
9488,62241,51207.609375,1.0
9489,17175,13651.7314453125,1.0
9490,33993,28431.71484375,3.0
9491,13581,16313.40234375,5.0
9492,9110,12480.076171875,4.0
9493,9278,11891.33984375,2.0
9494,14703,11649.9912109375,3.0
9495,20854,16032.3154296875,3.0
9985,25257,28916.275390625,3.0
9986,24466,30738.373046875,3.0
9987,20039,21217.291015625,3.0
9988,20295,23369.45703125,1.0
9989,18333,18092.12109375,3.0
9990,57188,58755.52734375,3.0
9991,18355,15981.1904296875,4.0
9992,10960,13824.1240234375,2.0
9993,18410,14986.833984375,1.0
9994,11791,13628.4853515625,1.0
9995,12891,11786.4248046875,3.0
9996,11452,12203.21484375,5.0
9997,17023,24316.5390625,2.0
9998,15373,15667.5458984375,4.0
9999,13737,12594.4697265625,4.0
10000,18406,28944.916015625,1.0
10001,40524,44117.875,1.0
10002,14664,13721.046875,3.0
10003,16870,14730.0703125,1.0
10004,39494,39311.48046875,1.0
10005,11460,14093.125,4.0
10006,14814,13267.865234375,4.0
10007,16657,19978.56640625,3.0
10008,18621,17837.634765625,4.0
10009,14123,17810.80078125,5.0
10010,11620,10078.5546875,1.0
10011,27046,22804.779296875,1.0
10012,13064,10930.083984375,4.0
10013,31500,30046.693359375,4.0
10014,12379,11463.15625,5.0
10015,7737,6136.5810546875,4.0
10016,9337,13772.234375,5.0
10017,10793,8906.4892578125,4.0
10018,10518,12445.4287109375,3.0
10019,10225,7557.84423828125,2.0
10020,27163,25315.888671875,4.0
10021,8373,9153.431640625,2.0
10022,21092,22522.064453125,1.0
10023,16825,15013.0146484375,3.0
10024,18587,14021.822265625,4.0
10025,10234,12255.9951171875,1.0
10026,18960,23146.87109375,2.0
10027,45025,37931.94140625,3.0
10028,15584,13360.46484375,2.0
10029,13225,12010.373046875,2.0
10030,6584,6778.779296875,2.0
10031,19367,25836.22265625,3.0
10032,7181,10737.4990234375,2.0
10033,32686,35180.25,1.0
10034,10983,11786.8173828125,4.0
10035,11864,12726.2548828125,5.0
10036,35013,28419.6484375,4.0
10037,21208,16582.67578125,1.0
10038,17431,18858.994140625,4.0
10039,22168,22367.12109375,2.0
10040,50531,38928.3671875,2.0
10041,9481,9306.8134765625,4.0
10042,10363,8537.853515625,4.0
10043,11437,7415.55810546875,4.0
10044,12738,14645.2626953125,2.0
10045,8326,11435.546875,2.0
10046,17219,22244.173828125,2.0
10047,14495,16710.69921875,1.0
10048,15008,25141.931640625,5.0
10049,20806,20579.103515625,1.0
10050,6628,6232.3515625,1.0
10051,11077,9739.1337890625,4.0
10052,9213,12978.15625,4.0
10053,41283,35848.30078125,3.0
10054,10131,10980.787109375,4.0
10055,21804,15936.58203125,3.0
10056,36146,25549.41015625,3.0
10057,57440,55396.8828125,5.0
10058,16279,15280.6025390625,5.0
10059,13481,13742.5625,3.0
10060,30436,29848.876953125,2.0
10061,14146,14603.240234375,3.0
10062,22236,17448.76171875,3.0
10063,13220,16413.978515625,4.0
10064,33498,28836.818359375,4.0
10065,20318,17303.81640625,3.0
10066,4458,6195.447265625,1.0
10067,20224,18027.396484375,4.0
10068,39507,31581.515625,4.0
10069,18223,14027.6875,4.0
10070,13344,19028.24609375,5.0
10071,33162,37392.1015625,5.0
10072,14983,16670.09765625,1.0
10073,23142,23814.19140625,3.0
10074,11969,11590.525390625,5.0
10075,19074,28638.41015625,5.0
10076,13636,12338.00390625,5.0
10077,12197,11661.12890625,3.0
10078,9374,9195.1435546875,5.0
10079,13259,18083.740234375,5.0
10080,21821,22748.673828125,4.0
10081,12686,11102.7998046875,1.0
10082,7769,12062.427734375,5.0
10083,55258,45318.9765625,4.0
10084,13765,13878.4912109375,4.0
10085,38268,35590.359375,2.0
10086,34347,28460.40625,2.0
10087,15371,21118.4609375,1.0
10088,9466,10260.2802734375,3.0
10089,10983,11698.9677734375,1.0
10090,12422,12263.130859375,1.0
10091,12149,14796.583984375,5.0
10092,25811,23274.71484375,3.0
10093,4935,7664.41064453125,1.0
10094,22679,20583.908203125,2.0
10095,9173,11057.369140625,1.0
10096,10081,14151.4677734375,5.0
10097,14405,16772.677734375,5.0
10098,10514,13534.1279296875,4.0
10099,51829,44221.95703125,2.0
10100,14033,17266.3203125,3.0
10101,11734,10729.3388671875,2.0
10102,12730,11060.5859375,1.0
10103,19752,15260.0693359375,2.0
10104,38667,33063.29296875,3.0
10105,21804,23308.525390625,3.0
10106,23028,23018.796875,3.0
10107,21190,24859.169921875,4.0
10108,11389,12329.513671875,3.0
10109,15322,18753.28125,1.0
10110,38682,36103.1640625,3.0
10111,13966,10134.0390625,1.0
10112,15244,17378.53515625,1.0
10113,15078,15484.099609375,4.0
10114,10524,16961.642578125,2.0
10115,20473,17765.65234375,2.0
10116,16795,8058.03173828125,4.0
10117,13605,24640.435546875,1.0
10118,13229,10701.58203125,1.0
10119,38439,35413.58984375,2.0
10120,16709,17712.232421875,4.0
10121,10273,10782.9423828125,1.0
10122,17264,18570.2109375,1.0
10123,13956,13491.91015625,3.0
10124,36182,30982.462890625,2.0
10125,9292,9676.9443359375,4.0
10126,9416,11268.70703125,3.0
10127,6037,12909.341796875,4.0
10128,15508,13478.556640625,1.0
10129,20300,20276.048828125,1.0
10130,16614,17512.501953125,4.0
10131,15069,11398.095703125,5.0
10132,7232,7804.53759765625,3.0
10133,11298,11887.6875,4.0
10134,15640,17559.28515625,5.0
10135,10362,14522.0986328125,2.0
10136,10051,9630.15234375,1.0
10137,14317,22443.052734375,3.0
10138,10264,11223.1015625,5.0
10139,43117,18903.212890625,2.0
10140,15712,19603.0078125,1.0
10141,10049,11678.9384765625,2.0
10142,11489,11879.099609375,1.0
10143,40858,38211.24609375,2.0
10144,17299,16308.529296875,2.0
10145,35072,30476.19921875,5.0
10146,20315,20831.556640625,4.0
10147,47359,46547.8125,2.0
10148,16070,16307.9423828125,5.0
10149,20689,24840.263671875,4.0
10150,53916,28805.75390625,1.0
10151,15047,15318.6005859375,2.0
10152,18112,16261.6474609375,4.0
10153,12624,13936.318359375,5.0
10154,14316,14140.6728515625,4.0
10155,12595,15528.41796875,3.0
10156,19600,16691.001953125,4.0
10157,6440,8454.2958984375,1.0
10158,10636,8020.53564453125,1.0
10159,18095,17701.060546875,2.0
10160,5606,7470.2490234375,4.0
10161,42015,33011.4921875,2.0
10162,14854,10979.423828125,3.0
10163,20982,22156.78125,4.0
10164,20391,15549.291015625,1.0
10165,16718,13503.2548828125,1.0
10166,25373,22885.677734375,5.0
10167,8426,12829.7587890625,5.0
10168,36756,32874.95703125,3.0
10169,19073,16371.5322265625,2.0
10170,15703,15514.4306640625,3.0
10171,10402,12487.5380859375,5.0
10172,13889,15118.0849609375,2.0
10173,9116,12722.3154296875,3.0
10174,15957,16090.16796875,1.0
10175,46951,44016.98828125,5.0
10176,10801,11424.9326171875,2.0
10177,19789,22512.736328125,2.0
10178,12757,10761.130859375,5.0
10179,10804,11308.4970703125,3.0
10180,17910,16060.1796875,1.0
10181,19007,30158.318359375,5.0
10182,39912,34645.85546875,3.0
10183,6149,8171.46337890625,5.0
10184,10447,9815.876953125,3.0
10185,13185,16672.8125,1.0
10186,10828,8225.9228515625,1.0
10187,9038,8084.99365234375,2.0
10188,14167,13522.6904296875,2.0
10189,16152,17043.6875,5.0
10190,20067,20036.400390625,1.0
10191,7122,10994.5126953125,5.0
10192,14856,19149.880859375,4.0
10193,49810,45545.01171875,3.0
10194,23968,24650.537109375,5.0
10195,6341,8772.25390625,4.0
10196,40488,33040.47265625,4.0
10197,33678,23692.435546875,2.0
10198,18425,18190.474609375,3.0
10199,23569,28592.271484375,4.0
10200,14830,20417.39453125,2.0
10201,8432,9142.9912109375,2.0
10202,13272,14210.388671875,4.0
10203,15535,16601.201171875,5.0
10204,13835,17428.548828125,4.0
10205,18108,13826.6708984375,3.0
10206,13949,12823.3916015625,1.0
10207,22675,20171.875,1.0
10208,40574,32494.990234375,3.0
10209,19419,18411.11328125,2.0
10210,14812,15549.6640625,4.0
10211,8449,10160.45703125,1.0
10212,48166,35657.30859375,2.0
10213,11606,11150.939453125,3.0
10214,7793,12906.8330078125,2.0
10215,21371,19220.001953125,4.0
10216,30363,25238.134765625,5.0
10217,15797,15345.0166015625,1.0
10218,10648,11698.7265625,4.0
10219,7553,8944.0771484375,5.0
10220,10752,11636.2109375,4.0
10221,12923,21342.271484375,2.0
10222,9097,12755.994140625,2.0
10223,12163,13856.189453125,1.0
10224,13492,15463.5537109375,3.0
10225,13438,15541.171875,5.0
10226,47755,37935.35546875,1.0
10227,15346,12141.5244140625,3.0
10228,10503,13866.1552734375,2.0
10229,10640,13923.9931640625,5.0
10230,21939,27615.53125,1.0
10231,14037,8864.0029296875,3.0
10232,38507,35677.96484375,2.0
10233,14831,15489.5654296875,1.0
10234,9363,14510.1708984375,1.0
10235,18511,23493.810546875,3.0
10236,14208,24690.791015625,1.0
10237,11038,8742.134765625,4.0
10238,16756,19265.361328125,5.0
10239,14440,15146.48828125,2.0
10240,25082,27556.671875,2.0
10241,25961,24425.068359375,5.0
10242,12318,11079.58203125,5.0
10243,14671,15017.775390625,1.0
10244,18025,20582.263671875,2.0
10245,16071,14028.65625,4.0
10246,8036,15637.4541015625,1.0
10247,8947,7556.07275390625,1.0
10248,4114,3653.33837890625,5.0
10249,9056,11393.119140625,3.0
10250,34446,34107.29296875,3.0
10251,15898,16644.08203125,1.0
10252,9680,12963.455078125,2.0
10253,52314,42851.3359375,5.0
10254,30494,28010.5546875,3.0
10255,8990,14597.7841796875,3.0
10256,21109,23605.021484375,4.0
10257,37851,33342.8828125,1.0
10258,17529,16673.267578125,3.0
10259,20044,19015.365234375,5.0
10260,11236,10400.5751953125,1.0
10261,16508,15103.513671875,2.0
10262,11752,6459.1591796875,3.0
10263,23355,25750.0859375,3.0
10264,18887,18084.2109375,3.0
10265,56368,54895.72265625,5.0
10266,15678,15074.0849609375,4.0
10267,30157,27630.3515625,3.0
10268,7751,19814.810546875,2.0
10269,15151,11217.107421875,3.0
10270,13172,14012.880859375,3.0
10271,13555,16235.912109375,4.0
10272,27811,18698.537109375,2.0
10273,62123,54938.53515625,1.0
10274,11021,12214.2578125,5.0
10275,20749,26617.94140625,1.0
10276,16813,20325.630859375,2.0
10277,24956,26479.15234375,1.0
10278,18577,17687.93359375,1.0
10279,16370,14318.8837890625,5.0
10280,20109,18780.982421875,2.0
10281,23381,23079.865234375,1.0
10282,31384,21196.384765625,4.0
10283,11268,10444.060546875,2.0
10284,15341,16508.42578125,1.0
10285,46697,36441.6484375,5.0
10286,14777,14752.8994140625,3.0
10287,37430,35345.83203125,5.0
10288,13923,13338.646484375,4.0
10289,20687,18224.86328125,1.0
10290,14173,20316.404296875,1.0
10803,18093,20495.701171875,1.0
10804,24390,27525.341796875,2.0
10805,61246,34453.6015625,4.0
10806,26102,21735.17578125,4.0
10807,19054,17975.98046875,5.0
10808,28152,22721.779296875,2.0
10809,11210,15878.291015625,2.0
10810,21020,20712.07421875,4.0
10811,12505,11763.2802734375,2.0
10812,18263,17633.75390625,1.0
10813,54482,48659.10546875,4.0
10814,25560,28583.48828125,5.0
10815,16066,18152.345703125,4.0
10816,25225,20621.66015625,5.0
10817,35083,34657.1953125,2.0
10818,14566,14746.8486328125,5.0
10819,14982,10983.033203125,4.0
10820,18934,22432.96484375,3.0
10821,13855,13028.296875,2.0
10822,13693,18198.447265625,1.0
10823,19233,24274.751953125,2.0
10824,17658,16988.15234375,5.0
10825,22901,18863.421875,3.0
10826,46962,38956.66796875,5.0
10827,10048,9890.61328125,3.0
10828,8764,10078.23046875,2.0
10829,10043,11554.927734375,4.0
10830,14377,11024.751953125,5.0
10831,7591,6728.59912109375,5.0
10832,8694,6074.35888671875,5.0
10833,9087,9163.3076171875,1.0
10834,11670,10157.1806640625,2.0
10835,22740,32241.720703125,2.0
10836,15223,16424.302734375,4.0
10837,8192,7120.04443359375,5.0
10838,17651,17771.2109375,2.0
10839,6450,5781.35205078125,5.0
10840,27866,24680.78515625,2.0
10841,17257,15214.6455078125,2.0
10842,20180,22091.490234375,2.0
10843,19193,18343.833984375,5.0
10844,16219,15531.51171875,4.0
10845,14753,15369.8916015625,1.0
10846,9585,8011.236328125,2.0
10847,8150,11974.029296875,5.0
10848,15240,13790.8955078125,1.0
10849,20026,25087.37890625,5.0
10850,14167,17170.826171875,5.0
10851,11091,11430.3037109375,2.0
10852,22503,13663.806640625,4.0
10853,16977,18587.283203125,2.0
10854,14109,9659.357421875,5.0
10855,54450,48638.16796875,2.0
10856,13321,14665.357421875,1.0
10857,12214,9717.4619140625,4.0
10858,17292,19089.3125,4.0
10859,22283,27472.158203125,3.0
10860,27115,29089.53515625,2.0
10861,11126,10850.8310546875,1.0
10862,8525,8667.24609375,4.0
10863,19763,21358.171875,3.0
10864,50997,37695.32421875,4.0
10865,11229,10293.7197265625,3.0
10866,14145,14201.212890625,5.0
10867,13055,13132.1875,2.0
10868,11997,13642.0771484375,2.0
10869,16433,19921.103515625,1.0
10870,19680,17590.15234375,1.0
10871,13083,10498.0810546875,1.0
10872,14426,15139.73828125,5.0
10873,11884,12890.5712890625,2.0
10874,19014,16206.615234375,5.0
10875,11012,10407.775390625,5.0
10876,11642,12168.95703125,2.0
10877,35788,33257.203125,3.0
10878,48031,48106.859375,2.0
10879,20283,25844.330078125,4.0
10880,20220,25602.767578125,4.0
10881,15061,12278.01953125,3.0
10882,10221,11015.337890625,1.0
10883,10081,12350.513671875,4.0
10884,12467,16334.0263671875,1.0
10885,19273,19899.529296875,3.0
10886,12104,13262.23046875,2.0
10887,34436,25798.45703125,3.0
10888,21798,21390.0546875,3.0
10889,14103,14683.6591796875,5.0
10890,20330,19976.240234375,5.0
10891,20280,22614.484375,2.0
10892,23088,21402.07421875,4.0
10893,16508,16881.474609375,5.0
10894,13602,13340.412109375,5.0
10895,9398,10865.18359375,3.0
10896,36403,37621.55859375,1.0
10897,30825,24409.986328125,4.0
10898,27988,26006.14453125,2.0
10899,52008,48238.56640625,4.0
10900,8286,12167.7587890625,5.0
10901,15840,11615.306640625,4.0
10902,20335,21820.654296875,4.0
10903,16771,16318.0791015625,1.0
10904,6399,7270.83837890625,5.0
10905,10178,10156.1484375,2.0
10906,17122,22110.80078125,3.0
10907,33657,30072.017578125,4.0
10908,7353,8496.2392578125,5.0
10909,16195,19909.81640625,1.0
10910,20773,16475.818359375,2.0
10911,16631,13757.037109375,3.0
10912,57050,45702.265625,3.0
10913,10958,11540.990234375,4.0
10914,10903,14811.943359375,4.0
10915,20361,16465.091796875,4.0
10916,11616,11642.9658203125,4.0
10917,14235,14015.919921875,4.0
10918,11426,19090.912109375,2.0
10919,9117,11514.935546875,5.0
10920,6979,11750.78515625,1.0
10921,17099,15119.998046875,4.0
10922,40029,43059.32421875,3.0
10923,36785,35852.859375,5.0
10924,27549,26116.73828125,3.0
10925,18215,13382.5283203125,1.0
10926,18733,18649.009765625,4.0
10927,27976,22443.056640625,2.0
10928,14039,16902.634765625,3.0
10929,10282,10464.9482421875,3.0
10930,10069,13067.6376953125,4.0
10931,49218,43256.48046875,5.0
10932,37529,37808.65625,2.0
10933,18479,30036.5859375,1.0
10934,9172,10284.5458984375,3.0
10935,10726,10655.3720703125,2.0
10936,17993,19999.36328125,4.0
10937,12533,8795.8408203125,1.0
10938,8060,16083.861328125,5.0
10939,14164,14949.2822265625,2.0
10940,28214,27100.552734375,3.0
10941,11061,10154.1044921875,5.0
10942,11717,12204.9501953125,3.0
10943,20138,19033.580078125,3.0
10944,16561,18439.251953125,5.0
10945,12494,13158.6416015625,3.0
10946,12294,12328.7978515625,1.0
10947,9512,5816.8447265625,2.0
10948,15081,11676.1455078125,4.0
10949,9524,11266.560546875,4.0
10950,27701,24351.853515625,1.0
10951,30711,27769.302734375,4.0
10952,7474,8341.3916015625,1.0
10953,14131,15795.421875,4.0
10954,8216,11769.296875,5.0
10955,35080,42419.3671875,1.0
10956,12222,10201.060546875,1.0
10957,11171,15950.712890625,5.0
10958,19355,15373.7158203125,2.0
10959,15450,17358.9609375,4.0
10960,34752,26526.80859375,5.0
10961,17025,14327.1044921875,4.0
10962,51168,49379.65234375,3.0
10963,9578,10305.421875,2.0
10964,14062,12653.9482421875,5.0
10965,9027,11133.10546875,4.0
10966,28986,27909.751953125,5.0
10967,21952,17397.712890625,2.0
10968,11057,12035.3798828125,4.0
10969,17619,14580.611328125,3.0
10970,9348,14552.4033203125,5.0
10971,8657,11811.2001953125,3.0
10972,35388,37224.2734375,1.0
10973,36412,22689.640625,2.0
10974,9682,12465.5712890625,2.0
10975,9211,15175.765625,5.0
10976,18743,17917.0546875,1.0
10977,16190,17233.287109375,2.0
10978,14239,11588.4541015625,1.0
10979,12269,16787.345703125,2.0
10980,11762,11058.134765625,2.0
10981,46981,45655.12890625,1.0
10982,24711,30715.224609375,5.0
10983,8790,12136.576171875,3.0
10984,21431,15821.6396484375,4.0
10985,37154,36261.609375,1.0
10986,10266,10862.7841796875,5.0
10987,38781,31912.533203125,4.0
10988,12799,14506.6064453125,5.0
10989,16338,16389.951171875,1.0
10990,14715,17933.263671875,4.0
10991,18292,18561.474609375,3.0
10992,19868,18838.263671875,2.0
10993,45253,41117.32421875,1.0
10994,18431,21835.515625,2.0
10995,14163,15197.86328125,5.0
10996,8688,10136.3095703125,1.0
10997,15448,14787.0888671875,3.0
10998,18171,16338.873046875,1.0
10999,9583,11915.85546875,3.0
11000,14242,14846.578125,1.0
11001,7010,13205.48828125,1.0
11002,26275,22182.91015625,1.0
11003,8555,11376.6416015625,2.0
